Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,_pmid_norm,_year_int,_issn_norm,_title_norm,APC 2025 (USD),Publisher,Journal,_journal_label,_publisher,apc_original,_waived_by_issn,_waived_by_title,_is_waived,apc_effective
UL1TR001422,"Division of General Internal Medicine, Northwestern University Feinberg School of Medicine,Chicago, Illinois, USA.",2024,"Curtis, Laura M; Davis, Terry C; Arnold, Connie L; Gan, Jennifer M; McSweeney, Jean C; Hur, Scott; Kwasny, Mary J; Wolf, Michael S; Hadden, Kristie",United States,2835-5245,1,<a href='https://pubmed.ncbi.nlm.nih.gov/39949564'>Health literacy and communication open</a>,Health Lit Commun Open,2,eng, ,11824231,39949564,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11824231'>Effectiveness of a health literacy intervention to improve diabetes outcomes in rural family medicine clinics: a randomized pragmatic trial.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39949564&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11824231/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39949564'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11824231/'>Cited By, Google</a>", ,39949564,2024,28355245,health lit commun open,,,,Health Lit Commun Open,Unknown,,False,False,False,
RF1NS125026,"Princeton University, Department of Physics, Princeton, NJ, United States of America.",2024,"Dvali, Sophie; Seguin, Caio; Betzel, Richard; Leifer, Andrew M",United States,2331-8422, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39764398'>ArXiv</a>,ArXiv, ,eng, ,11702810,39764398,2024 Dec 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11702810'>Diverging network architecture of the C. elegans connectome and signaling network.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39764398&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11702810/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39764398'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11702810/'>Cited By, Google</a>", ,39764398,2024,23318422,arxiv,,,,ArXiv,Unknown,,False,False,False,
U01CA275129,"Centre de Recherche et de Formation sur les Pathologies Moléculaires (CREFPAM), University Teaching Hospital of Point G, Bamako, Mali.",2024,"Maiga, M; Kassogué, Y; Diakité, B; Somboro, A M",Mali,1987-0876,4,<a href='https://pubmed.ncbi.nlm.nih.gov/40028454'>Revue malienne d'infectiologie et de microbiologie</a>,Rev Mali Infect Microbiol,19,eng, ,11870671,40028454,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11870671'>Needs of Training in Infection-Associated Cancer in Mali Besoins en Formation sur les Cancers Associés aux Infections au Mali.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=40028454&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11870671/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=40028454'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11870671/'>Cited By, Google</a>", ,40028454,2024,19870876,rev mali infect microbiol,,,,Rev Mali Infect Microbiol,Unknown,,False,False,False,
K08DA045575,"Departments of Psychology and Neuroscience, Lake Forest College.",2024,"Blumenau, Helena S; Ernst, Emily; Feinstein, Brian A",United States,1529-9716,4,<a href='https://pubmed.ncbi.nlm.nih.gov/39850844'>Journal of bisexuality</a>,J Bisex,24,eng,449-470,11756889,39850844,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11756889'>Bi+ Men's Explanations for Substance Use Disparities in Their Community.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39850844&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11756889/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39850844'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11756889/'>Cited By, Google</a>", ,39850844,2024,15299716,j bisex,,,,J Bisex,Unknown,,False,False,False,
R01EB026510,"Department of Chemical and Biological Engineering, Northwestern University (Evanston IL, USA).",2024,"Jung, Jaeyoung K; Dreyer, Kathleen S; Dray, Kate E; Muldoon, Joseph J; George, Jithin; Shirman, Sasha; Cabezas, Maria D; D'Aquino, Anne E; Verosloff, Matthew S; Seki, Kosuke; Rybnicky, Grant A; Alam, Khalid K; Bagheri, Neda; Jewett, Michael C; Leonard, Joshua N; Mangan, Niall M; Lucks, Julius B",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39005318'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11244977,39005318,2024 Jul 03,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11244977'>Developing, characterizing and modeling CRISPR-based point-of-use pathogen diagnostics.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39005318&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11244977/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39005318'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11244977/'>Cited By, Google</a>", ,39005318,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
OT2OD026557,"MIT, Cambridge, 02139, USA.",2024,"Hong, Matthew M; Froelicher, David; Magner, Ricky; Popic, Victoria; Berger, Bonnie; Cho, Hyunghoon",Germany, , ,"<a href='https://pubmed.ncbi.nlm.nih.gov/39027313'>Research in computational molecular biology : ... Annual International Conference, RECOMB ... : proceedings. RECOMB (Conference : 2005- )</a>",Res Comput Mol Biol,14758,eng,308-313,11257153,39027313,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11257153'>Secure Discovery of Genetic Relatives across Large-Scale and Distributed Genomic Datasets.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39027313&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11257153/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39027313'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11257153/'>Cited By, Google</a>", ,39027313,2024,,res comput mol biol,,,,Res Comput Mol Biol,Unknown,,False,False,False,
P50MH119029,"University of California, Irvine, Irvine, California, USA.",2024,"Wong, Novia; Jeong, Sooyeon; Reddy, Madhu; Stamatis, Caitlin; Lattie, Emily; Jacobs, Maia",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39045493'>DIS. Designing Interactive Systems (Conference)</a>,DIS (Des Interact Syst Conf),2024,eng,844-858,11262314,39045493,2024 Jul,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11262314'>Voice Assistants for Mental Health Services: Designing Dialogues with Homebound Older Adults.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39045493&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11262314/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39045493'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11262314/'>Cited By, Google</a>", ,39045493,2024,,dis (des interact syst conf),,,,DIS (Des Interact Syst Conf),Unknown,,False,False,False,
P30AG072977,"Department of Computer Science, University of California, Los Angeles, Los Angeles, CA, United States.",2024,"Trinh, Minh; Shahbaba, Ryan; Stark, Craig; Ren, Yueqi",Switzerland,2813-3919, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39055313'>Frontiers in dementia</a>,Front Dement,3,eng, ,11271260,39055313,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11271260'>Alzheimer's disease detection using data fusion with a deep supervised encoder.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39055313&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11271260/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39055313'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11271260/'>Cited By, Google</a>", ,39055313,2024,28133919,front dement,,,,Front Dement,Unknown,,False,False,False,
R00MD016964,"Lieber Institute for Brain Development; Department of Neurology, Johns Hopkins University School of Medicine · Funded by National Institute on Minority Health and Health Disparities (K99MD016964).",2024,"Benjamin, Kynon J M",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39071265'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,11275870,39071265,2024 Jul 18,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11275870'>RFMix-reader: Accelerated reading and processing for local ancestry studies.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39071265&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11275870/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39071265'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11275870/'>Cited By, Google</a>", ,39071265,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R01DK092217,"Division of Gastroenterology & Hepatology, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Marchese, Sara H; Naftaly, Jessica P; Pandolfino, John",China,2415-1289, ,<a href='https://pubmed.ncbi.nlm.nih.gov/39091663'>Translational gastroenterology and hepatology</a>,Transl Gastroenterol Hepatol,9,eng,43,11292080,39091663,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11292080'>Acceptance and commitment therapy for the treatment of irritable bowel syndrome and inflammatory bowel disease: a narrative review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39091663&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11292080/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39091663'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11292080/'>Cited By, Google</a>", ,39091663,2024,24151289,transl gastroenterol hepatol,,,,Transl Gastroenterol Hepatol,Unknown,,False,False,False,
OT2OD026557, ,2024,"Abramowitz, Sarah A; Boulier, Kristin; Keat, Karl; Cardone, Katie M; Shivakumar, Manu; DePaolo, John; Judy, Renae; Kim, Dokyoon; Rader, Daniel J; Ritchie, Marylyn D; Voight, Benjamin F; Pasaniuc, Bogdan; Levin, Michael G; Damrauer, Scott M",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39108513'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11302700,39108513,2024 Oct 17,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11302700'>Population Performance and Individual Agreement of Coronary Artery Disease Polygenic Risk Scores.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39108513&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11302700/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39108513'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11302700/'>Cited By, Google</a>", ,39108513,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
U01HG004609,"Biomedical sciences graduate program, University of California San Diego, La Jolla CA.",2024,"McGrail, Carolyn; Sears, Timothy J; Kudtarkar, Parul; Carter, Hannah; Gaulton, Kyle",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/39132494'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,11312647,39132494,2024 Aug 02,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11312647'>Genetic association and machine learning improves discovery and prediction of type 1 diabetes.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=39132494&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11312647/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=39132494'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11312647/'>Cited By, Google</a>", ,39132494,2024,,medrxiv,,,,medRxiv,Unknown,,False,False,False,
R01AI158543,University of Michigan.,2024,"Zhao, Lili; Tran, Huong; Risk, Malcolm; Nair, Girish",United States,2693-5015, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38883715'>Research square</a>,Res Sq, ,eng, ,11177983,38883715,2024 Jun 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11177983'>Risk of Blood Clots After COVID-19 Vaccination and Infection: A Risk-Benefit Analysis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38883715&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11177983/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38883715'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11177983/'>Cited By, Google</a>", ,38883715,2024,26935015,res sq,,,,Res Sq,Unknown,,False,False,False,
P30AG072977,"Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, 633 3rd Ave, Fl 3, New York, New York 10017, U.S.A.",2024,"Fei, Teng; Hanfelt, John J; Peng, Limin",United States,1938-7989,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38222248'>Statistics and its interface</a>,Stat Interface,17,eng,79-90,10786342,38222248,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10786342'>Latent Class Proportional Hazards Regression with Heterogeneous Survival Data.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38222248&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10786342/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38222248'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10786342/'>Cited By, Google</a>", ,38222248,2024,19387989,stat interface,,,,Stat Interface,Unknown,,False,False,False,
U01CA220401,"Center for Artificial Intelligence Research, Wake Forest University School of Medicine, Winston-Salem, NC, USA. tavolara.thomas@mayo.edu.",2024,"Tavolara, Thomas E; Niazi, M Khalid Khan; Feldman, Andrew L; Jaye, David L; Flowers, Christopher; Cooper, Lee A D; Gurcan, Metin N",England,1746-1596,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38243330'>Diagnostic pathology</a>,Diagn Pathol,19,eng,17,10797911,38243330,2024 Jan 19,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10797911'>Translating prognostic quantification of c-MYC and BCL2 from tissue microarrays to whole slide images in diffuse large B-cell lymphoma using deep learning.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38243330&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10797911/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38243330'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10797911/'>Cited By, Google</a>", ,38243330,2024,17461596,diagn pathol,,,,Diagn Pathol,Unknown,,False,False,False,
R01GM115632,"Department of Pharmacological and Pharmaceutical Sciences, University of Houston College of Pharmacy, Health 2, 4349 Martin Luther King Boulevard, Houston, Texas, 77204.",2024,"Chowdhury, Sandipan Roy; Chuong, Patrick; Mgbemena, Victoria E; Statsyuk, Alexander",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38260247'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10802242,38260247,2024 Jan 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802242'>Development of a PROTAC Targeting Chk1.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260247&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802242/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260247'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802242/'>Cited By, Google</a>", ,38260247,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
P30CA060553,"Department of Cell & Developmental Biology, Northwestern University Feinberg School of Medicine, Chicago, IL, 60611, USA.",2024,"Smith, Kyle P; Chakravarthy, Srinivas; Rahi, Amit; Chakraborty, Manas; Vosberg, Kristen M; Tonelli, Marco; Plach, Maximilian G; Grigorescu, Arabela A; Curtis, Joseph E; Varma, Dileep",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38260441'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10802334,38260441,2024 Jan 03,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802334'>SAXS/MC studies of the mixed-folded protein Cdt1 reveal monomeric, folded over conformations.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260441&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802334/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260441'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802334/'>Cited By, Google</a>", ,38260441,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
R56HG012360,"Department of Biochemistry and Molecular Genetics, Feinberg School of Medicine, Northwestern University, Chicago, IL 60611.",2024,"Liu, Yaping; Reed, Sarah C; Lo, Christopher; Choudhury, Atish D; Parsons, Heather A; Stover, Daniel G; Ha, Gavin; Gydush, Gregory; Rhoades, Justin; Rotem, Denisse; Freeman, Samuel; Katz, David; Bandaru, Ravi; Zheng, Haizi; Fu, Hailu; Adalsteinsson, Viktor A; Kellis, Manolis",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38260558'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10802291,38260558,2024 Jan 02,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10802291'>FinaleMe: Predicting DNA methylation by the fragmentation patterns of plasma cell-free DNA.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38260558&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10802291/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38260558'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10802291/'>Cited By, Google</a>", ,38260558,2024,26928205,biorxiv,,,,bioRxiv,Unknown,,False,False,False,
