_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
15525783,Invest Ophthalmol Vis Sci,Association for Research in Vision and Ophthalmology (ARVO),1850.0,29,0.0,True
26629992,Humanit Soc Sci Commun,Springer Nature,1890.0,1,0.0,True
19290748,JMIR Res Protoc,JMIR Publications,1900.0,17,0.0,True
22118179,Glob Heart,Ubiquity Press,1900.0,1,0.0,True
26666677,Am J Prev Cardiol,Elsevier,1900.0,1,0.0,True
24701343,ACS Omega,American Chemical Society (ACS),1935.0,2,0.0,True
21642591,Transl Vis Sci Technol,Association for Research in Vision and Ophthalmology (ARVO),1950.0,12,0.0,True
26665778,AJOG Glob Rep,Elsevier,1980.0,1,0.0,True
23691999,JMIR Cancer,JMIR Publications,1985.0,7,0.0,True
22929495,JMIR Hum Factors,JMIR Publications,1985.0,5,0.0,True
25616722,JMIR Pediatr Parent,JMIR Publications,1985.0,3,0.0,True
25617605,JMIR Aging,JMIR Publications,1985.0,2,0.0,True
23714379,JMIR Diabetes,JMIR Publications,1985.0,1,0.0,True
25098020,J Patient Rep Outcomes,Springer Nature,1990.0,6,0.0,True
21678359,PeerJ,PeerJ,1995.0,1,0.0,True
15354989,Am J Respir Cell Mol Biol,American Thoracic Society,2000.0,71,0.0,True
15354970,Am J Respir Crit Care Med,American Thoracic Society,2000.0,40,0.0,True
15589102,J Speech Lang Hear Res,American Speech Language Hearing Association,2000.0,18,0.0,True
23256621,Ann Am Thorac Soc,American Thoracic Society,2000.0,18,0.0,True
15589110,Am J Speech Lang Pathol,American Speech Language Hearing Association,2000.0,16,0.0,True
26398028,Crit Care Explor,Wolters Kluwer,2000.0,11,0.0,True
15407748,J Gen Physiol,Rockefeller University Press,2000.0,6,0.0,True
24731242,Health Equity,Mary Ann Liebert,2000.0,6,0.0,True
26663341,F S Rep,Elsevier,2000.0,3,0.0,True
26670267,JID Innov,Elsevier,2000.0,3,0.0,True
27725723,Gastro Hep Adv,Elsevier,2000.0,3,0.0,True
27728293,J Allergy Clin Immunol Glob,Elsevier,2000.0,2,0.0,True
19385404,Radiat Res,Radiation Research Society,2000.0,1,0.0,True
21567085,Biomed Opt Express,Optica Publishing Group,2005.0,10,0.0,True
2051817X,Physiol Rep,Wiley,2050.0,6,0.0,True
25155091,JNCI Cancer Spectr,Oxford University Press (OUP),2050.0,2,0.0,True
26325012,Sleep Adv,Oxford University Press (OUP),2054.0,1,0.0,True
24725560,SLAS Discov,Elsevier,2070.0,1,0.0,True
15580210,IEEE Trans Neural Syst Rehabil Eng,Institute of Electrical and Electronics Engineers (IEEE),2075.0,7,0.0,True
21693536,IEEE Access,Institute of Electrical and Electronics Engineers (IEEE),2075.0,1,0.0,True
23796146,Learn Health Syst,Wiley,2080.0,5,0.0,True
10986596,Antimicrob Agents Chemother,American Society for Microbiology,2100.0,20,0.0,True
10985530,J Bacteriol,American Society for Microbiology,2100.0,15,0.0,True
10985522,Infect Immun,American Society for Microbiology,2100.0,9,0.0,True
1098660X,J Clin Microbiol,American Society for Microbiology,2100.0,8,0.0,True
15365964,Medicine (Baltimore),Wolters Kluwer,2100.0,4,0.0,True
23259582,J Int Assoc Provid AIDS Care,SAGE Publications,2100.0,4,0.0,True
26913593,Ann Surg Open,Wolters Kluwer,2100.0,3,0.0,True
10985336,Appl Environ Microbiol,American Society for Microbiology,2100.0,1,0.0,True
27727246,Drug Alcohol Depend Rep,Elsevier,2120.0,1,0.0,True
15328511,J Stroke Cerebrovasc Dis,Elsevier,2170.0,26,0.0,True
27313395,Commun Eng,Springer Nature,2190.0,1,0.0,True
20466390,Biol Open,The Company of Biologists,2200.0,6,0.0,True
2452199X,Bioact Mater,Elsevier,2200.0,6,0.0,True
22115463,FEBS Open Bio,Wiley,2210.0,1,0.0,True
24750379,Res Pract Thromb Haemost,Elsevier,2250.0,5,0.0,True
24721751,Netw Neurosci,MIT Press,2250.0,2,0.0,True
20358385,Neurol Int,MDPI,2250.0,1,0.0,True
26622211,Implement Sci Commun,Springer Nature,2290.0,14,0.0,True
20550928,BMC Nutr,Springer Nature,2290.0,2,0.0,True
21971714,Inj Epidemiol,Springer Nature,2290.0,1,0.0,True
23738731,Transplant Direct,Wolters Kluwer,2300.0,6,0.0,True
22919694,JMIR Med Inform,JMIR Publications,2300.0,2,0.0,True
20458932,Pulm Circ,Wiley,2310.0,4,0.0,True
24518654,Contemp Clin Trials Commun,Elsevier,2320.0,6,0.0,True
18767753,Stem Cell Res,Elsevier,2360.0,2,0.0,True
19326203,PLoS One,Public Library of Science (PLoS),2382.0,152,0.0,True
26670747,Biophys Rep (N Y),Elsevier,2400.0,1,0.0,True
23996641,BMJ Open Qual,BMJ,2429.0,3,0.0,True
29961394,JCSM Commun,Wiley,2430.0,2,0.0,True
26662736,JTCVS Open,Elsevier,2431.0,1,0.0,True
15394794,Opt Lett,Optica Publishing Group,2440.0,5,0.0,True
10944087,Opt Express,Optica Publishing Group,2440.0,2,0.0,True
15208532,J Opt Soc Am A Opt Image Sci Vis,Optica Publishing Group,2440.0,1,0.0,True
2372952X,Chronic Obstr Pulm Dis,COPD Foundation,2450.0,1,0.0,True
20585888,Environ Epigenet,Oxford University Press (OUP),2471.0,1,0.0,True
26878941,JCO Glob Oncol,American Society of Clinical Oncology (ASCO),2472.0,4,0.0,True
25729241,Hemasphere,Wiley,2480.0,1,0.0,True
20524463,Sci Data,Springer Nature,2490.0,3,0.0,True
20555784,Pilot Feasibility Stud,Springer Nature,2490.0,2,0.0,True
27673375,PLOS Glob Public Health,Public Library of Science (PLoS),2496.0,6,0.0,True
28378156,PLOS Ment Health,Public Library of Science (PLoS),2496.0,2,0.0,True
2561326X,JMIR Form Res,JMIR Publications,2500.0,42,0.0,True
19355548,Diabetes Care,American Diabetes Association,2500.0,22,0.0,True
1939327X,Diabetes,American Diabetes Association,2500.0,11,0.0,True
15410048,Am J Public Health,American Public Health Association,2500.0,7,0.0,True
1936959X,AJNR Am J Neuroradiol,American Society of Neuroradiology (ASNR),2500.0,5,0.0,True
26669145,Ophthalmol Sci,Elsevier,2500.0,5,0.0,True
25901095,Arch Rehabil Res Clin Transl,Elsevier,2500.0,2,0.0,True
24521094,Adv Radiat Oncol,Elsevier,2500.0,1,0.0,True
26884844,Womens Health Rep (New Rochelle),Mary Ann Liebert,2500.0,1,0.0,True
29497884,CHEST Crit Care,Elsevier,2500.0,1,0.0,True
23528737,Alzheimers Dement (N Y),Wiley,2540.0,24,0.0,True
23528729,Alzheimers Dement (Amst),Wiley,2540.0,18,0.0,True
27679764,Cancer Res Commun,American Association for Cancer Research (AACR),2550.0,7,0.0,True
10958541,J Theor Biol,Elsevier,2550.0,2,0.0,True
20457758,Ecol Evol,Wiley,2570.0,1,0.0,True
25900595,Kidney Med,Elsevier,2590.0,7,0.0,True
15208524,J Acoust Soc Am,Acoustical Society of America (ASA),2600.0,2,0.0,True
17582652,J Int AIDS Soc,Wiley,2600.0,2,0.0,True
22113355,Prev Med Rep,Elsevier,2610.0,3,0.0,True
26322498,Neurooncol Adv,Oxford University Press (OUP),2615.0,13,0.0,True
23102861,Gels,MDPI,2625.0,1,0.0,True
19491042,Nucleus,Taylor & Francis,2630.0,2,0.0,True
17590914,ASN Neuro,Taylor & Francis,2630.0,1,0.0,True
1558254X,IEEE Trans Med Imaging,Institute of Electrical and Electronics Engineers (IEEE),2645.0,12,0.0,True
15582531,IEEE Trans Biomed Eng,Institute of Electrical and Electronics Engineers (IEEE),2645.0,7,0.0,True
21682208,IEEE J Biomed Health Inform,Institute of Electrical and Electronics Engineers (IEEE),2645.0,6,0.0,True
19409990,IEEE Trans Biomed Circuits Syst,Institute of Electrical and Electronics Engineers (IEEE),2645.0,1,0.0,True
19352735,PLoS Negl Trop Dis,Public Library of Science (PLoS),2670.0,2,0.0,True
20452322,Sci Rep,Springer Nature,2690.0,173,0.0,True
20567936,NPJ Sci Learn,Springer Nature,2690.0,5,0.0,True
17560381,BioData Min,Springer Nature,2690.0,1,0.0,True
20587716,Cell Death Discov,Springer Nature,2690.0,1,0.0,True
29500044,J Mood Anxiety Disord,Elsevier,2700.0,1,0.0,True
26929384,JCPP Adv,Wiley,2705.0,3,0.0,True
17580463,Database (Oxford),Oxford University Press (OUP),2729.0,6,0.0,True
25901125,Clin Park Relat Disord,Elsevier,2730.0,1,0.0,True
23687959,JMIR Ment Health,JMIR Publications,2750.0,12,0.0,True
20763425,Brain Sci,MDPI,2750.0,8,0.0,True
20760817,Pathogens,MDPI,2750.0,6,0.0,True
14673045,Curr Issues Mol Biol,MDPI,2750.0,1,0.0,True
24054577,Clin Nutr ESPEN,Elsevier,2750.0,1,0.0,True
26319268,NAR Genom Bioinform,Oxford University Press (OUP),2766.0,4,0.0,True
26884526,BJUI Compass,Wiley,2770.0,1,0.0,True
16180631,Pathol Res Pract,Elsevier,2780.0,1,0.0,True
23975776,Trauma Surg Acute Care Open,BMJ,2785.0,1,0.0,True
17456215,Trials,Springer Nature,2790.0,19,0.0,True
14712296,BMC Fam Pract,Springer Nature,2790.0,2,0.0,True
21601836,G3 (Bethesda),Oxford University Press (OUP),2790.0,2,0.0,True
27314553,BMC Prim Care,Springer Nature,2790.0,1,0.0,True
2948197X,Npj Imaging,Springer Nature,2790.0,1,0.0,True
14712954,Proc Biol Sci,The Royal Society,2795.0,1,0.0,True
14712970,Philos Trans R Soc Lond B Biol Sci,The Royal Society,2795.0,1,0.0,True
15252191,Am J Pathol,Elsevier,2800.0,21,0.0,True
15276473,Liver Transpl,Wolters Kluwer,2800.0,10,0.0,True
21501327,J Prim Care Community Health,SAGE Publications,2800.0,10,0.0,True
24680249,Kidney Int Rep,Elsevier,2800.0,9,0.0,True
1877718X,J Parkinsons Dis,SAGE Publications,2800.0,7,0.0,True
25424823,J Alzheimers Dis Rep,SAGE Publications,2800.0,5,0.0,True
20552076,Digit Health,SAGE Publications,2800.0,2,0.0,True
15262359,Cancer Control,SAGE Publications,2800.0,1,0.0,True
15470164,Subst Abus,SAGE Publications,2800.0,1,0.0,True
15553892,Cell Transplant,SAGE Publications,2800.0,1,0.0,True
15579891,Am J Mens Health,SAGE Publications,2800.0,1,0.0,True
20477163,Sci Prog,SAGE Publications,2800.0,1,0.0,True
20499361,Ther Adv Infect Dis,SAGE Publications,2800.0,1,0.0,True
29768357,Subst Use,SAGE Publications,2800.0,1,0.0,True
26666022,Am Heart J Plus,Elsevier,2810.0,3,0.0,True
26330679,RSC Chem Biol,Royal Society of Chemistry (RSC),2847.0,1,0.0,True
17596653,Genome Biol Evol,Oxford University Press (OUP),2850.0,4,0.0,True
14661268,Cell Stress Chaperones,Elsevier,2850.0,3,0.0,True
22601341,J Frailty Aging,Elsevier,2850.0,2,0.0,True
26886146,EJHaem,Wiley,2860.0,1,0.0,True
18726844,Epilepsy Res,Elsevier,2880.0,1,0.0,True
24734039,JBMR Plus,Oxford University Press (OUP),2888.0,2,0.0,True
26663546,Brain Behav Immun Health,Elsevier,2890.0,10,0.0,True
19400640,Addict Sci Clin Pract,Springer Nature,2890.0,5,0.0,True
14726874,BMC Womens Health,Springer Nature,2890.0,1,0.0,True
14752875,Malar J,Springer Nature,2890.0,1,0.0,True
20453701,Cell Biosci,Springer Nature,2890.0,1,0.0,True
23806761,Bioeng Transl Med,Wiley,2890.0,1,0.0,True
2471254X,Hepatol Commun,Wolters Kluwer,2900.0,10,0.0,True
23788038,Laryngoscope Investig Otolaryngol,Wiley,2900.0,5,0.0,True
18783511,Int J Infect Dis,Elsevier,2900.0,1,0.0,True
23528273,SSM Popul Health,Elsevier,2930.0,1,0.0,True
2772963X,JACC Adv,Elsevier,2936.0,8,0.0,True
18734332,J Pediatr Adolesc Gynecol,Elsevier,2950.0,1,0.0,True
21576580,Stem Cells Transl Med,Oxford University Press (OUP),2963.0,3,0.0,True
15322688,Seizure,Elsevier,2970.0,3,0.0,True
18727905,J Immunol Methods,Elsevier,2970.0,1,0.0,True
18791271,"Clin Biomech (Bristol, Avon)",Elsevier,2980.0,2,0.0,True
14726947,BMC Med Inform Decis Mak,Springer Nature,2990.0,16,0.0,True
14726920,BMC Med Educ,Springer Nature,2990.0,4,0.0,True
18689884,Sex Res Social Policy,Springer Nature,2990.0,3,0.0,True
27307174,Res Child Adolesc Psychopathol,Springer Nature,2990.0,3,0.0,True
11775467,Clin Ophthalmol,Taylor & Francis,2990.0,2,0.0,True
17501172,Orphanet J Rare Dis,Springer Nature,2990.0,2,0.0,True
25787470,HIV Res Clin Pract,Taylor & Francis,2990.0,2,0.0,True
13652060,Ann Med,Taylor & Francis,2990.0,1,0.0,True
17426405,AIDS Res Ther,Springer Nature,2990.0,1,0.0,True
2050084X,Elife,eLife,3000.0,121,0.0,True
23290382,Psychol Sex Orientat Gend Divers,American Psychological Association (APA),3000.0,23,0.0,True
19392117,J Consult Clin Psychol,American Psychological Association (APA),3000.0,17,0.0,True
1532429X,J Cardiovasc Magn Reson,Elsevier,3000.0,16,0.0,True
15509397,J Clin Sleep Med,American Academy of Sleep Medicine (AASM),3000.0,13,0.0,True
19391315,J Pers Soc Psychol,American Psychological Association (APA),3000.0,13,0.0,True
19391498,Psychol Aging,American Psychological Association (APA),3000.0,12,0.0,True
15420086,Biophys J,Elsevier,3000.0,11,0.0,True
2769755X,J Psychopathol Clin Sci,American Psychological Association (APA),3000.0,11,0.0,True
19330693,J Neurosurg,Journal of Neurosurgery Publishing Group (JNSPG),3000.0,9,0.0,True
19390602,Fam Syst Health,American Psychological Association (APA),3000.0,8,0.0,True
1939134X,Psychol Assess,American Psychological Association (APA),3000.0,8,0.0,True
19307810,Health Psychol,American Psychological Association (APA),3000.0,7,0.0,True
14761645,Am J Trop Med Hyg,American Society of Tropical Medicine and Hygiene,3000.0,6,0.0,True
1935990X,Am Psychol,American Psychological Association (APA),3000.0,6,0.0,True
23527226,Sleep Health,Elsevier,3000.0,5,0.0,True
10999809,Cultur Divers Ethnic Minor Psychol,American Psychological Association (APA),3000.0,4,0.0,True
15288951,J Biomech Eng,ASME International,3000.0,4,0.0,True
19311559,Neuropsychology,American Psychological Association (APA),3000.0,4,0.0,True
19390084,Behav Neurosci,American Psychological Association (APA),3000.0,4,0.0,True
19391293,J Fam Psychol,American Psychological Association (APA),3000.0,4,0.0,True
19391501,Psychol Addict Behav,American Psychological Association (APA),3000.0,4,0.0,True
23766972,Stigma Health,American Psychological Association (APA),3000.0,4,0.0,True
19390025,Am J Orthopsychiatry,American Psychological Association (APA),3000.0,3,0.0,True
19391463,Psychol Methods,American Psychological Association (APA),3000.0,3,0.0,True
19392222,J Exp Psychol Gen,American Psychological Association (APA),3000.0,3,0.0,True
21520828,Psychol Violence,American Psychological Association (APA),3000.0,3,0.0,True
00220167,J Couns Psychol,American Psychological Association (APA),3000.0,2,0.0,True
19311516,Emotion,American Psychological Association (APA),3000.0,2,0.0,True
19362293,Exp Clin Psychopharmacol,American Psychological Association (APA),3000.0,2,0.0,True
19391471,Psychol Rev,American Psychological Association (APA),3000.0,2,0.0,True
2379139X,Tomography,MDPI,3000.0,2,0.0,True
15903729,Nutr Metab Cardiovasc Dis,Elsevier,3000.0,1,0.0,True
19437811,J Mol Diagn,Elsevier,3000.0,1,0.0,True
21694826,Clin Pract Pediatr Psychol,SAGE Publications,3000.0,1,0.0,True
22279067,Children (Basel),MDPI,3000.0,1,0.0,True
24712531,Pain Rep,Wolters Kluwer,3000.0,1,0.0,True
