_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
1747597X,Subst Abuse Treat Prev Policy,Springer Nature,3090.0,1,1090.0,False
23665963,J Technol Behav Sci,Springer Nature,3090.0,1,1090.0,False
18727506,Psychiatry Res Neuroimaging,Elsevier,3110.0,6,6660.0,False
25755609,Psychiatr Res Clin Pract,American Psychiatric Association Publishing,3120.0,2,2240.0,False
24709239,Epilepsia Open,Wiley,3120.0,1,1120.0,False
20511426,J Immunother Cancer,BMJ,3125.0,14,15750.0,False
16604601,Int J Environ Res Public Health,MDPI,3125.0,12,13500.0,False
15592030,Contemp Clin Trials,Elsevier,3140.0,29,33060.0,False
22915222,JMIR Mhealth Uhealth,JMIR Publications,3150.0,9,10350.0,False
13691600,Addict Biol,Wiley,3150.0,2,2300.0,False
10959254,J Adolesc,Wiley,3150.0,1,1150.0,False
22107797,Pregnancy Hypertens,Elsevier,3150.0,1,1150.0,False
29765390,Health Aff Sch,Oxford University Press (OUP),3150.0,1,1150.0,False
14322277,Transpl Int,Frontiers,3159.0,1,1159.0,False
10960341,Virology,Elsevier,3160.0,3,3480.0,False
2673253X,Front Digit Health,Frontiers,3162.0,7,8134.0,False
2673561X,Front Pain Res (Lausanne),Frontiers,3162.0,4,4648.0,False
26736217,Front Aging,Frontiers,3162.0,1,1162.0,False
10902155,Brain Lang,Elsevier,3170.0,11,12870.0,False
14795868,Int J Behav Nutr Phys Act,Springer Nature,3177.0,3,3531.0,False
16005775,J Synchrotron Radiat,International Union of Crystallography (IUCr),3180.0,5,5900.0,False
28130146,Front Health Serv,Frontiers,3187.5,3,3562.5,False
26735059,Front Glob Womens Health,Frontiers,3187.5,1,1187.5,False
26737647,Front Bioinform,Frontiers,3187.5,1,1187.5,False
15733432,J Autism Dev Disord,Springer Nature,3190.0,10,11900.0,False
17509378,Infect Agent Cancer,Springer Nature,3190.0,8,9520.0,False
03600025,Sex Roles,Springer Nature,3190.0,2,2380.0,False
14712318,BMC Geriatr,Springer Nature,3190.0,2,2380.0,False
1531135X,Cogn Affect Behav Neurosci,Springer Nature,3190.0,2,2380.0,False
08822689,J Psychopathol Behav Assess,Springer Nature,3190.0,1,1190.0,False
10621024,J Child Fam Stud,Springer Nature,3190.0,1,1190.0,False
1471230X,BMC Gastroenterol,Springer Nature,3190.0,1,1190.0,False
15283658,Mol Med,Springer Nature,3190.0,1,1190.0,False
15325946,Mem Cognit,Springer Nature,3190.0,1,1190.0,False
17576512,Stem Cell Res Ther,Springer Nature,3190.0,1,1190.0,False
20598661,J Clin Transl Sci,Cambridge University Press (CUP),3200.0,15,18000.0,False
19492553,Oncotarget,Impact Journals,3200.0,13,15600.0,False
15526259,Ann Thorac Surg,Elsevier,3200.0,10,12000.0,False
15279995,Urology,Elsevier,3200.0,9,10800.0,False
18788769,World Neurosurg,Elsevier,3200.0,3,3600.0,False
19380690,Clin Lung Cancer,Elsevier,3200.0,1,1200.0,False
22135979,Photoacoustics,Elsevier,3200.0,1,1200.0,False
29497744,Genet Med Open,Elsevier,3200.0,1,1200.0,False
18790984,J Virol Methods,Elsevier,3210.0,2,2420.0,False
18784321,Womens Health Issues,Elsevier,3220.0,4,4880.0,False
18790712,Eur J Pharmacol,Elsevier,3230.0,1,1230.0,False
25890042,iScience,Elsevier,3240.0,56,69440.0,False
20538790,Lupus Sci Med,BMJ,3243.0,15,18645.0,False
20533624,Open Heart,BMJ,3243.0,1,1243.0,False
27534294,BMJ Public Health,BMJ,3243.0,1,1243.0,False
18387640,Theranostics,Ivyspring International Publisher,3247.0,10,12470.0,False
19994915,Viruses,MDPI,3250.0,19,23750.0,False
20770383,J Clin Med,MDPI,3250.0,10,12500.0,False
22279059,Biomedicines,MDPI,3250.0,8,10000.0,False
20734425,Genes (Basel),MDPI,3250.0,5,6250.0,False
20754418,Diagnostics (Basel),MDPI,3250.0,4,5000.0,False
20754426,J Pers Med,MDPI,3250.0,4,5000.0,False
20751729,Life (Basel),MDPI,3250.0,3,3750.0,False
14248220,Sensors (Basel),MDPI,3250.0,2,2500.0,False
18732399,Exp Hematol,Elsevier,3250.0,1,1250.0,False
22277390,Mathematics (Basel),MDPI,3250.0,1,1250.0,False
27682811,J Extracell Biol,Wiley,3260.0,1,1260.0,False
18737358,Eat Behav,Elsevier,3270.0,7,8890.0,False
23988835,Health Sci Rep,Wiley,3280.0,4,5120.0,False
18727913,Int J Antimicrob Agents,Elsevier,3280.0,1,1280.0,False
23989238,Endocrinol Diabetes Metab,Wiley,3280.0,1,1280.0,False
14712458,BMC Public Health,Springer Nature,3290.0,17,21930.0,False
14726963,BMC Health Serv Res,Springer Nature,3290.0,9,11610.0,False
14712393,BMC Pregnancy Childbirth,Springer Nature,3290.0,5,6450.0,False
1743422X,Virol J,Springer Nature,3290.0,4,5160.0,False
20426410,Biol Sex Differ,Springer Nature,3290.0,3,3870.0,False
1471244X,BMC Psychiatry,Springer Nature,3290.0,2,2580.0,False
14797364,Hum Genomics,Springer Nature,3290.0,1,1290.0,False
18732607,Am J Prev Med,Elsevier,3300.0,18,23400.0,False
18733514,Neuropsychologia,Elsevier,3300.0,18,23400.0,False
24734276,JCO Clin Cancer Inform,American Society of Clinical Oncology (ASCO),3300.0,4,5200.0,False
24734284,JCO Precis Oncol,American Society of Clinical Oncology (ASCO),3300.0,3,3900.0,False
14772566,Cytotherapy,Elsevier,3300.0,2,2600.0,False
15327078,Infancy,Wiley,3300.0,2,2600.0,False
25894196,Ophthalmol Glaucoma,Elsevier,3300.0,2,2600.0,False
15592308,Epigenetics,Taylor & Francis,3300.0,1,1300.0,False
2162402X,Oncoimmunology,Taylor & Francis,3300.0,1,1300.0,False
26662477,HGG Adv,Elsevier,3300.0,1,1300.0,False
18734499,Clin Imaging,Elsevier,3310.0,2,2620.0,False
18791379,J Psychiatr Res,Elsevier,3320.0,12,15840.0,False
15321983,Clin Nutr,Elsevier,3320.0,3,3960.0,False
17412552,J Neural Eng,IOP Publishing,3325.0,25,33125.0,False
13616560,Phys Med Biol,IOP Publishing,3325.0,10,13250.0,False
23528532,Addict Behav Rep,Elsevier,3330.0,1,1330.0,False
18793150,Toxicon,Elsevier,3340.0,1,1340.0,False
14388871,J Med Internet Res,JMIR Publications,3350.0,19,25650.0,False
18726240,Brain Res,Elsevier,3360.0,4,5440.0,False
24734209,Med Phys,Wiley,3360.0,1,1360.0,False
18640648,J Biophotonics,Wiley,3370.0,1,1370.0,False
20734409,Cells,MDPI,3375.0,28,38500.0,False
22181989,Metabolites,MDPI,3375.0,8,11000.0,False
23065354,Bioengineering (Basel),MDPI,3375.0,7,9625.0,False
14203049,Molecules,MDPI,3375.0,6,8250.0,False
2218273X,Biomolecules,MDPI,3375.0,5,6875.0,False
20762607,Microorganisms,MDPI,3375.0,4,5500.0,False
20797737,Biology (Basel),MDPI,3375.0,2,2750.0,False
23083425,J Cardiovasc Dev Dis,MDPI,3375.0,2,2750.0,False
22279032,Healthcare (Basel),MDPI,3375.0,1,1375.0,False
24146366,Trop Med Infect Dis,MDPI,3375.0,1,1375.0,False
18791913,Am J Cardiol,Elsevier,3380.0,14,19320.0,False
18732054,Health Place,Elsevier,3380.0,4,5520.0,False
18735894,Magn Reson Imaging,Elsevier,3380.0,1,1380.0,False
17485908,Implement Sci,Springer Nature,3390.0,14,19460.0,False
20458118,Fluids Barriers CNS,Springer Nature,3390.0,3,4170.0,False
14712407,BMC Cancer,Springer Nature,3390.0,2,2780.0,False
19365233,Transl Oncol,Elsevier,3390.0,2,2780.0,False
01675923,Popul Res Policy Rev,Springer Nature,3390.0,1,1390.0,False
10461310,Curr Psychol,Springer Nature,3390.0,1,1390.0,False
15687856,DNA Repair (Amst),Elsevier,3390.0,1,1390.0,False
15733327,Child Psychiatry Hum Dev,Springer Nature,3390.0,1,1390.0,False
15344436,Ann Allergy Asthma Immunol,Elsevier,3400.0,22,30800.0,False
18762867,Acad Pediatr,Elsevier,3400.0,6,8400.0,False
15535606,J Hosp Med,Wiley,3400.0,4,5600.0,False
18736815,Exp Gerontol,Elsevier,3400.0,3,4200.0,False
13653156,Trop Med Int Health,Wiley,3400.0,2,2800.0,False
15455300,Fam Process,Wiley,3400.0,2,2800.0,False
20954700,Bone Res,Springer Nature,3405.0,2,2810.0,False
10958673,J Surg Res,Elsevier,3410.0,20,28200.0,False
15320480,J Biomed Inform,Elsevier,3410.0,6,8460.0,False
24721972,J Endocr Soc,The Endocrine Society,3418.0,4,5672.0,False
18787452,J Surg Educ,Elsevier,3420.0,2,2840.0,False
1083351X,J Biol Chem,Elsevier,3430.0,45,64350.0,False
15581497,Neurobiol Aging,Elsevier,3430.0,17,24310.0,False
2352345X,Cell Mol Gastroenterol Hepatol,Elsevier,3430.0,8,11440.0,False
15359484,Mol Cell Proteomics,Elsevier,3430.0,4,5720.0,False
15397262,J Lipid Res,Elsevier,3430.0,2,2860.0,False
18727972,Neurosci Lett,Elsevier,3430.0,1,1430.0,False
13652230,Clin Exp Dermatol,Oxford University Press (OUP),3433.05,1,1433.0500000000002,False
18736246,Biol Psychol,Elsevier,3440.0,6,8640.0,False
18736483,J Subst Abuse Treat,Elsevier,3440.0,3,4320.0,False
29498759,J Subst Use Addict Treat,Elsevier,3440.0,3,4320.0,False
18727727,Eur J Radiol,Elsevier,3440.0,1,1440.0,False
18732496,Urol Oncol,Elsevier,3440.0,1,1440.0,False
10988785,Am J Perinatol,Thieme,3450.0,56,81200.0,False
21650497,Microbiol Spectr,American Society for Microbiology,3450.0,10,14500.0,False
18690327,Appl Clin Inform,Thieme,3450.0,7,10150.0,False
10976779,Gastrointest Endosc,Elsevier,3450.0,6,8700.0,False
10989021,Semin Neurol,Thieme,3450.0,4,5800.0,False
09365214,Synlett,Thieme,3450.0,1,1450.0,False
18735126,Parkinsonism Relat Disord,Elsevier,3460.0,10,14600.0,False
19341563,PM R,Wiley,3470.0,11,16170.0,False
20011326,Clin Transl Med,Wiley,3470.0,3,4410.0,False
18732364,Neuromuscul Disord,Elsevier,3470.0,2,2940.0,False
18732860,Artif Intell Med,Elsevier,3480.0,5,7400.0,False
14320428,Diabetologia,Springer Nature,3490.0,16,23840.0,False
22131582,Neuroimage Clin,Elsevier,3490.0,7,10430.0,False
1465993X,Respir Res,Springer Nature,3490.0,2,2980.0,False
19348800,Infant Behav Dev,Elsevier,3490.0,1,1490.0,False
26386135,Radiol Cardiothorac Imaging,Radiological Society of North America (RSNA),3500.0,19,28500.0,False
15231755,Kidney Int,Elsevier,3500.0,15,22500.0,False
15271315,Radiology,Radiological Society of North America (RSNA),3500.0,8,12000.0,False
18790518,Contraception,Elsevier,3500.0,4,6000.0,False
23692960,JMIR Public Health Surveill,JMIR Publications,3500.0,4,6000.0,False
2638616X,Radiol Imaging Cancer,Radiological Society of North America (RSNA),3500.0,4,6000.0,False
26386100,Radiol Artif Intell,Radiological Society of North America (RSNA),3500.0,2,3000.0,False
2666335X,F S Sci,Elsevier,3500.0,2,3000.0,False
27711897,Urogynecology (Phila),Wolters Kluwer,3500.0,2,3000.0,False
15526917,J Assoc Nurses AIDS Care,Wolters Kluwer,3500.0,1,1500.0,False
1741203X,Int Psychogeriatr,Elsevier,3500.0,1,1500.0,False
18737544,Neuroscience,Elsevier,3500.0,1,1500.0,False
22110356,Mult Scler Relat Disord,Elsevier,3500.0,1,1500.0,False
24688673,Curr Opin Physiol,Elsevier,3500.0,1,1500.0,False
26913704,JACS Au,American Chemical Society (ACS),3500.0,1,1500.0,False
18784046,Acad Radiol,Elsevier,3510.0,12,18120.0,False
1938131X,Jt Comm J Qual Patient Saf,Elsevier,3510.0,8,12080.0,False
18728057,Mol Cell Endocrinol,Elsevier,3510.0,3,4530.0,False
19332874,J Clin Lipidol,Elsevier,3510.0,1,1510.0,False
27559637,Eur Heart J Imaging Methods Pract,Oxford University Press (OUP),3510.0,1,1510.0,False
10970193,Hum Brain Mapp,Wiley,3520.0,20,30400.0,False
2053230X,Acta Crystallogr F Struct Biol Commun,International Union of Crystallography (IUCr),3520.0,2,3040.0,False
18735150,Pediatr Neurol,Elsevier,3520.0,1,1520.0,False
14679868,J R Stat Soc Series B Stat Methodol,Oxford University Press (OUP),3538.35,1,1538.35,False
10959572,Neuroimage,Elsevier,3540.0,14,21560.0,False
1601183X,Genes Brain Behav,Wiley,3540.0,2,3080.0,False
18727697,Int J Psychophysiol,Elsevier,3540.0,2,3080.0,False
01679473,Comput Stat Data Anal,Elsevier,3540.0,1,1540.0,False
25899333,Am J Obstet Gynecol MFM,Elsevier,3550.0,27,41850.0,False
14692198,Dev Psychopathol,Cambridge University Press (CUP),3550.0,9,13950.0,False
