_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
15525783,Invest Ophthalmol Vis Sci,Association for Research in Vision and Ophthalmology (ARVO),1850.0,29,0.0,True
26629992,Humanit Soc Sci Commun,Springer Nature,1890.0,1,0.0,True
19290748,JMIR Res Protoc,JMIR Publications,1900.0,17,0.0,True
22118179,Glob Heart,Ubiquity Press,1900.0,1,0.0,True
26666677,Am J Prev Cardiol,Elsevier,1900.0,1,0.0,True
24701343,ACS Omega,American Chemical Society (ACS),1935.0,2,0.0,True
21642591,Transl Vis Sci Technol,Association for Research in Vision and Ophthalmology (ARVO),1950.0,12,0.0,True
26665778,AJOG Glob Rep,Elsevier,1980.0,1,0.0,True
23691999,JMIR Cancer,JMIR Publications,1985.0,7,0.0,True
22929495,JMIR Hum Factors,JMIR Publications,1985.0,5,0.0,True
25616722,JMIR Pediatr Parent,JMIR Publications,1985.0,3,0.0,True
25617605,JMIR Aging,JMIR Publications,1985.0,2,0.0,True
23714379,JMIR Diabetes,JMIR Publications,1985.0,1,0.0,True
25098020,J Patient Rep Outcomes,Springer Nature,1990.0,6,0.0,True
21678359,PeerJ,PeerJ,1995.0,1,0.0,True
15354989,Am J Respir Cell Mol Biol,American Thoracic Society,2000.0,71,0.0,True
15354970,Am J Respir Crit Care Med,American Thoracic Society,2000.0,40,0.0,True
15589102,J Speech Lang Hear Res,American Speech Language Hearing Association,2000.0,18,0.0,True
23256621,Ann Am Thorac Soc,American Thoracic Society,2000.0,18,0.0,True
15589110,Am J Speech Lang Pathol,American Speech Language Hearing Association,2000.0,16,0.0,True
26398028,Crit Care Explor,Wolters Kluwer,2000.0,11,0.0,True
15407748,J Gen Physiol,Rockefeller University Press,2000.0,6,0.0,True
24731242,Health Equity,Mary Ann Liebert,2000.0,6,0.0,True
26663341,F S Rep,Elsevier,2000.0,3,0.0,True
26670267,JID Innov,Elsevier,2000.0,3,0.0,True
27725723,Gastro Hep Adv,Elsevier,2000.0,3,0.0,True
27728293,J Allergy Clin Immunol Glob,Elsevier,2000.0,2,0.0,True
19385404,Radiat Res,Radiation Research Society,2000.0,1,0.0,True
