Pub Year,_journal_label,_publisher,_issn_norm,PMID,Authors,_waived_by_issn,_waived_by_title,apc_original,apc_effective,would_uncovered_if_no_waiver_cap_0,would_uncovered_if_no_waiver_cap_2000,would_uncovered_if_no_waiver_cap_3000,would_uncovered_if_no_waiver_cap_6000,avoided_usd_known
2024,ACR Open Rheumatol,Wiley,25785745,39073021,"Rouse, Joseph R; Danner, Rebecca; Wahhab, Amanda; Pereckas, Michaela; Nguyen, Christine; McClune, Mecaila E; Steere, Allen C; Strle, Klemen; Jutras, Brandon L; Lochhead, Robert B",True,False,3550.0,0.0,3550.0,1550.0,550.0,0.0,3550.0
2024,Neurourol Urodyn,Wiley,15206777,39075835,"Cameron, Anne P; Yang, Claire C; Bradley, Catherine S; Griffith, James W; Kirkali, Ziya; Clemens, J Quentin; Kreder, Karl J; Kenton, Kimberly S; Andreev, Victor P; Amundsen, Cindy L; Jelovsek, J Eric; Helfand, Brian T; Lai, H Henry; LURN Study Group",True,False,3860.0,0.0,3860.0,1860.0,860.0,0.0,3860.0
2024,Ann Neurol,Wiley,15318249,39078117,"Akçimen, Fulya; Chia, Ruth; Saez-Atienzar, Sara; Ruffo, Paola; Rasheed, Memoona; Ross, Jay P; Liao, Calwing; Ray, Anindita; Dion, Patrick A; Scholz, Sonja W; Rouleau, Guy A; Traynor, Bryan J",True,False,4700.0,0.0,4700.0,2700.0,1700.0,0.0,4700.0
2024,Cancer Chemother Pharmacol,Unknown,14320843,39080017,"Navarro, Sandi L; Pinto, Navin; Hawkins, Douglas S; Park, Julie R; Dilmaghani, Saam; Rimorin, Christine; Wurscher, Michelle; McCune, Jeannine S",True,False,,0.0,,,,,
2024,Arch Dermatol Res,Springer Nature,1432069X,38850290,"Ch'en, Peter Y; Toker, Michelle; Chen, Gloria; Hosgood, H Dean; Campton, Kristina L; Cohen, Steven R",True,False,4790.0,0.0,4790.0,2790.0,1790.0,0.0,4790.0
2024,Biom J,Wiley,15214036,39101657,"Liu, Lili; He, Kevin; Wang, Di; Ma, Shujie; Qu, Annie; Luan, Yihui; Miller, J Philip; Song, Yizhe; Liu, Lei",True,False,3740.0,0.0,3740.0,1740.0,740.0,0.0,3740.0
2024,J Behav Med,Springer Nature,15733521,39110353,"Battalio, Samuel L; Barrett, Benjamin W; Arnaoudova, Ivelina I; Press, David J; Hedeker, Donald; Pfammatter, Angela Fidler; Kershaw, Kiarri N; Spring, Bonnie",True,False,4790.0,0.0,4790.0,2790.0,1790.0,0.0,4790.0
2024,Aging Cancer,Unknown,26438909,39132604,"Dominique, Gena M; Hammond, Catherine; Stack, M Sharon",True,False,,0.0,,,,,
2024,Diabetologia,Springer Nature,14320428,38367033,"Lee, Kristen; Kuang, Alan; Bain, James R; Hayes, M Geoffrey; Muehlbauer, Michael J; Ilkayeva, Olga R; Newgard, Christopher B; Powe, Camille E; Hivert, Marie-France; Scholtens, Denise M; Lowe Jr, William L",True,False,3490.0,0.0,3490.0,1490.0,490.0,0.0,3490.0
2024,Mov Disord,Wiley,15318257,38380600,"Danti, Federica Rachele; Sarmiento, Ignacio Juan Keller; Moloney, Patrick B; Colangelo, Isabel; Graziola, Federica; Garavaglia, Barbara; Zorzi, Giovanna; Mencacci, Niccolò E; Lubbe, Steven J",True,False,4480.0,0.0,4480.0,2480.0,1480.0,0.0,4480.0
2024,J Magn Reson Imaging,Wiley,15222586,38426608,"Maroun, Anthony; Scott, Michael B; Catania, Roberta; Berhane, Haben; Jarvis, Kelly; Allen, Bradley D; Barker, Alex J; Markl, Michael",True,False,3680.0,0.0,3680.0,1680.0,680.0,0.0,3680.0
2024,Magn Reson Med,Wiley,15222594,38440807,"Tang, Jianing; Heidari Pahlavian, Soroush; Joe, Elizabeth; Gamez, Maria Tereza; Zhao, Tianrui; Ma, Samantha J; Jin, Jin; Cen, Steven Yong; Chui, Helena C; Yan, Lirong",True,False,3680.0,0.0,3680.0,1680.0,680.0,0.0,3680.0
2024,J Mass Spectrom,Wiley,10969888,38445816,"Jha, Durga; Blennow, Kaj; Zetterberg, Henrik; Savas, Jeffrey N; Hanrieder, Jörg",True,False,4430.0,0.0,4430.0,2430.0,1430.0,0.0,4430.0
2024,ACR Open Rheumatol,Wiley,25785745,38446125,"Meng, Charis F; Lee, Yvonne; Schieir, Orit; Valois, Marie-France; Butler, Margaret; Boire, Gilles; Hazlewood, Glen; Hitchon, Carol; Keystone, Edward; Tin, Diane; Thorne, Carter; Bessette, Louis; Pope, Janet; Bartlett, Susan; Bykerk, Vivian",True,False,3550.0,0.0,3550.0,1550.0,550.0,0.0,3550.0
2024,Paediatr Perinat Epidemiol,Wiley,13653016,38450795,"Cameron, Natalie A; Khan, Sadiya S",True,False,4770.0,0.0,4770.0,2770.0,1770.0,0.0,4770.0
2024,Int J Eat Disord,Wiley,1098108X,38450821,"Schleider, Jessica L; Smith, Arielle C; Graham, Andrea K",True,False,4300.0,0.0,4300.0,2300.0,1300.0,0.0,4300.0
2024,Alzheimers Dement,Wiley,15525279,38460116,"Katsumata, Yuriko; Fardo, David W; Shade, Lincoln M P; Wu, Xian; Karanth, Shama D; Hohman, Timothy J; Schneider, Julie A; Bennett, David A; Farfel, Jose M; Gauthreaux, Kathryn; Mock, Charles; Kukull, Walter A; Abner, Erin L; Nelson, Peter T; Alzheimer's Disease Neuroimaging Initiative; National Alzheimer's Coordinating Center",True,False,4200.0,0.0,4200.0,2200.0,1200.0,0.0,4200.0
2024,Allergy,Wiley,13989995,38098347,"Schwartz, Brian S; Hirsch, Annemarie G; Bandeen-Roche, Karen; Kato, Atsushi; Schleimer, Robert",True,False,5300.0,0.0,5300.0,3300.0,2300.0,0.0,5300.0
2024,J Pathol,Wiley,10969896,37984408,"Vellky, Jordan E; Wu, Yaqi; Moline, Daniel; Drnevich, Jenny; Maienschein-Cline, Mark; Valyi-Nagy, Klara; Kajdacsy-Balla, Andre; Vander Griend, Donald J",True,False,5450.0,0.0,5450.0,3450.0,2450.0,0.0,5450.0
2024,Neurourol Urodyn,Wiley,15206777,38270336,"Clemens, J Quentin; Locke Jr, Kenneth; Landis, J Richard; Kreder, Karl; Rodriguez, Larissa V; Yang, Claire C; Tu, Frank F; Harte, Steven E; Schrepf, Andrew; Farrar, John T; Sutcliffe, Siobhan; Naliboff, Bruce D; Williams, David A; Afari, Niloofar; Spitznagle, Theresa; Taple, Bayley J; Lai, H Henry; Multidisciplinary Approach to the Study of Chronic Pelvic Pain (MAPP) Research Network",True,False,3860.0,0.0,3860.0,1860.0,860.0,0.0,3860.0
2024,J Surg Oncol,Wiley,10969098,37986548,"Janczewski, Lauren M; Logan, Charles D; Vitello, Dominic J; Buchheit, Joanna T; Abad, John D; Bentrem, David J; Chawla, Akhil",True,False,4570.0,0.0,4570.0,2570.0,1570.0,0.0,4570.0
2024,Alzheimers Dement,Wiley,15525279,38018701,"Beck, Emorie D; Yoneda, Tomiko; James, Bryan D; Bennett, David A; Hassenstab, Jason; Katz, Mindy J; Lipton, Richard B; Morris, John; Mroczek, Daniel K; Graham, Eileen K",True,False,4200.0,0.0,4200.0,2200.0,1200.0,0.0,4200.0
2024,Int J Geriatr Psychiatry,Wiley,10991166,38314872,"Kamath, Vidyulata; Yanek, Lisa R; Neufeld, Karin J; Lewis, Alexandria; Aziz, Hamza; Le, Lan M; Tian, Jing; Moghekar, Abhay; Hogue Jr, Charles W; Brown 4th, Charles H",True,False,4600.0,0.0,4600.0,2600.0,1600.0,0.0,4600.0
2024,Psychopharmacology (Berl),Springer Nature,14322072,38182791,"Ramos-Medina, Liorimar; Rosas-Vidal, Luis E; Patel, Sachin",True,False,4390.0,0.0,4390.0,2390.0,1390.0,0.0,4390.0
2024,PM R,Wiley,19341563,37448374,"Darcy, Rose; Lewis, Christopher; Fausett, Cameron; Neuville, Alexander; Bennett, Tony; Jayabalan, Prakash",True,False,3470.0,0.0,3470.0,1470.0,470.0,0.0,3470.0
2024,Addiction,Wiley,13600443,38881151,"Becker, Sara J",True,False,4600.0,0.0,4600.0,2600.0,1600.0,0.0,4600.0
2024,J Int AIDS Soc,Wiley,17582652,38923301,"Harkness, Audrey; Giusto, Ali; Hamilton, Alison B; Hernandez-Ramirez, Raul U; Spiegelman, Donna; Weiner, Bryan J; Beidas, Rinad S; Larson, Michaela E; Lippman, Sheri A; Wainberg, Milton L; Smith, Justin D",True,False,2600.0,0.0,2600.0,600.0,0.0,0.0,2600.0
2024,Int J Eat Disord,Wiley,1098108X,38934652,"Graham, Andrea K; Azubuike, Chidiebere; Johnson, Ladell; Parsons, Leah M; Lipman, Lindsay D; Rooper, Isabel R; Ortega, Adrian; Kruger Camino, Macarena; Miller, Graham; Jia, Jenny; Wildes, Jennifer E",True,False,4300.0,0.0,4300.0,2300.0,1300.0,0.0,4300.0
2024,Autism Res,Wiley,19393806,38953698,"Nutor, Chaela; Dickerson, Aisha S; Hsu, Tingju; Al-Jadiri, Aseel; Camargo, Carlos A; Schweitzer, Julie B; Shuster, Coral L; Karagas, Margaret R; Madan, Juliette C; Restrepo, Bibiana; Schmidt, Rebecca J; Lugo-Candelas, Claudia; Neiderhiser, Jenae; Sathyanarayana, Sheela; Dunlop, Anne L; Brennan, Patricia A; program collaborators for Environmental influences on Child Health Outcomes",True,False,4740.0,0.0,4740.0,2740.0,1740.0,0.0,4740.0
2024,J Extracell Vesicles,Wiley,20013078,38965984,"Mitrut, Roxana E; Stranford, Devin M; DiBiase, Beth N; Chan, Jonathan M; Bailey, Matthew D; Luo, Minrui; Harper, Clare S; Meade, Thomas J; Wang, Muzhou; Leonard, Joshua N",True,False,4410.0,0.0,4410.0,2410.0,1410.0,0.0,4410.0
2024,Breast Cancer Res Treat,Springer Nature,15737217,38967884,"Mezzanotte-Sharpe, Jessica; ONeill, Anne; Mayer, Ingrid A; Arteaga, Carlos L; Yang, Ximing J; Wagner, Lynne I; Cella, David; Meropol, Neal J; Alpaugh, R Katherine; Saphner, Thomas J; Swaney, Robert E; Hoelzer, Karen L; Gradishar, William J; Abramson, Vandana G; Sundaram, P Kothai; Jilani, Shamim Z; Perez, Edith A; Lin, Nancy U; Jahanzeb, Mohammad; Wolff, Antonio C; Sledge, George W; Reid, Sonya A",True,False,4190.0,0.0,4190.0,2190.0,1190.0,0.0,4190.0
2024,J Urban Health,Springer Nature,14682869,38992222,"Barcelona, Veronica; Chen, LinQin; Zhao, Yihong; Samari, Goleen; Monk, Catherine; McNeil, Rebecca; Baccarelli, Andrea; Wapner, Ronald",True,False,4790.0,0.0,4790.0,2790.0,1790.0,0.0,4790.0
2024,Adv Mater,Wiley,15214095,38241649,"Carrow, Kendal P; Hamilton, Haylee L; Hopps, Madeline P; Li, Yang; Qiao, Baofu; Payne, N Connor; Thompson, Matthew P; Zhang, Xiaoyu; Magassa, Assa; Fattah, Mara; Agarwal, Shivangi; Vincent, Michael P; Buyanova, Marina; Bertin, Paul A; Mazitschek, Ralph; Olvera de la Cruz, Monica; Johnson, Delinda A; Johnson, Jeffrey A; Gianneschi, Nathan C",True,False,6070.0,0.0,6070.0,4070.0,3070.0,70.0,6070.0
2024,J Behav Med,Springer Nature,15733521,38281260,"Wilson, Elizabeth J; Primgaard, Anahi R; Hambrick, Erin P; Marszalek, Jacob M; Berkley-Patton, Jannette; Nilsson, Johanna E; Bennett, Kymberley K",True,False,4790.0,0.0,4790.0,2790.0,1790.0,0.0,4790.0
2024,Arch Womens Ment Health,Springer Nature,14351102,37994923,"Level, Rachel A; Zhang, Yingzhe; Tiemeier, Henning; Estabrook, Ryne; Shaw, Daniel S; Leve, Leslie D; Wakschlag, Lauren S; Reiss, David; Neiderhiser, Jenae M; Massey, Suena H",True,False,3990.0,0.0,3990.0,1990.0,990.0,0.0,3990.0
2024,Int J Eat Disord,Wiley,1098108X,38297971,"Fitzsimmons-Craft, Ellen E; Wilfley, Denise E; Accurso, Erin C; Balantekin, Katherine N; Celio Doyle, Angela; Eisenberg, Daniel; Firebaugh, Marie-Laure; Flatt, Rachael E; Goel, Neha J; Graham, Andrea K; Jacobi, Corinna; Jones Bell, Megan; Monterubio, Grace E; Newman, Michelle G; Sadeh-Sharvit, Shiri; Taylor, Katherine; Weissman, Ruth Striegel",True,False,4300.0,0.0,4300.0,2300.0,1300.0,0.0,4300.0
2024,J Gen Intern Med,Springer Nature,15251497,38049655,"Finneran, Phoebe; Toribio, Mabel P; Natarajan, Pradeep; Honigberg, Michael C",True,False,5290.0,0.0,5290.0,3290.0,2290.0,0.0,5290.0
2024,J Racial Ethn Health Disparities,Springer Nature,21968837,37126157,"Garcia, Lawrence; Feinglass, Joe; Marfatia, Hardik; Adekola, Kehinde; Moreira, Jonathan",True,False,5190.0,0.0,5190.0,3190.0,2190.0,0.0,5190.0
2024,Behav Res Methods,Springer Nature,15543528,37156958,"Nahum-Shani, Inbal; Dziak, John J; Venera, Hanna; Pfammatter, Angela F; Spring, Bonnie; Dempsey, Walter",True,False,3990.0,0.0,3990.0,1990.0,990.0,0.0,3990.0
2024,J Neurochem,Wiley,14714159,37171455,"Koss, K M; Son, T; Li, C; Hao, Y; Cao, J; Churchward, M A; Zhang, Z J; Wertheim, J A; Derda, R; Todd, K G",True,False,5330.0,0.0,5330.0,3330.0,2330.0,0.0,5330.0
2024,Alzheimers Dement,Wiley,15525279,37830443,"Tang, Huilin; Guo, Jingchuan; Shaaban, C Elizabeth; Feng, Zheng; Wu, Yonghui; Magoc, Tanja; Hu, Xia; Donahoo, William T; DeKosky, Steven T; Bian, Jiang",True,False,4200.0,0.0,4200.0,2200.0,1200.0,0.0,4200.0
2024,Pediatr Blood Cancer,Wiley,15455017,37843290,"McElhinney, Kathryn L; Zeineddin, Suhail; Ahle, Samantha L; Goldstein, Seth D; Lautz, Timothy B",True,False,4640.0,0.0,4640.0,2640.0,1640.0,0.0,4640.0
2024,AIDS Behav,Springer Nature,15733254,37848599,"Zapata, Juan Pablo; Queiroz, Artur; Rodriguez-Diaz, Carlos E; Mustanski, Brian",True,False,4590.0,0.0,4590.0,2590.0,1590.0,0.0,4590.0
2024,NMR Biomed,Wiley,10991492,37872862,"Zhao, Mingyue; Shen, Daming; Fan, Lexiaozi; Hong, Kyungpyo; Feng, Li; Benefield, Brandon C; Allen, Bradley D; Lee, Daniel C; Kim, Daniel",True,False,3640.0,0.0,3640.0,1640.0,640.0,0.0,3640.0
2024,Alzheimers Dement,Wiley,15525279,37882364,"Pang, Menglan; Gabelle, Audrey; Saha-Chaudhuri, Paramita; Huijbers, Willem; Gafson, Arie; Matthews, Paul M; Tian, Lu; Rubino, Ivana; Hughes, Richard; de Moor, Carl; Belachew, Shibeshih; Shen, Changyu",True,False,4200.0,0.0,4200.0,2200.0,1200.0,0.0,4200.0
2024,Stress Health,Wiley,15322998,37926770,"Majd, Marzieh; Chen, Michelle A; Chirinos, Diana A; Brown, Ryan L; LeRoy, Angie S; Murdock, Kyle W; Wu-Chung, E Lydia; Thayer, Julian F; Fagundes, Christopher P",True,False,4070.0,0.0,4070.0,2070.0,1070.0,0.0,4070.0
2024,Geroscience,Springer Nature,25092723,37801201,"Khan, Ali Fahim; Muhammad, Fauziyya; Mohammadi, Esmaeil; O'Neal, Christen; Haynes, Grace; Hameed, Sanaa; Walker, Brynden; Rohan, Michael L; Yabluchanskiy, Andriy; Smith, Zachary Adam",True,False,4490.0,0.0,4490.0,2490.0,1490.0,0.0,4490.0
2024,AIDS Behav,Springer Nature,15733254,37812271,"Phillips Ii, Gregory; Rodriguez-Ortiz, Anthony E; Adewumi, Olubusuyi M; Banner, Katelyn; Adetunji, Adedotun; Awolude, Olutosin A; Olayinka, Oluseyi A; Simons, Lacy M; Hultquist, Judd F; Ozer, Egon A; Kapogiannis, Bill; Kuhns, Lisa M; Garofalo, Robert; Taiwo, Babafemi; Birkett, Michelle; Lorenzo-Redondo, Ramon",True,False,4590.0,0.0,4590.0,2590.0,1590.0,0.0,4590.0
2024,Magn Reson Med,Wiley,15222594,37814925,"Joshi, Divya; Sohn, M Hongchul; Dewald, Julius P A; Murray, Wendy M; Ingo, Carson",True,False,3680.0,0.0,3680.0,1680.0,680.0,0.0,3680.0
2024,Alzheimers Dement (N Y),Wiley,23528737,38469553,"Telpoukhovskaia, Maria A; Murdy, Thomas J; Marola, Olivia J; Charland, Kevin; MacLean, Michael; Luquez, Tain; Lish, Alexandra M; Neuner, Sarah; Dunn, Amy; Onos, Kristen D; Wiley, Jesse; Archer, Derek; Huentelman, Matthew J; Arnold, Matthias; Menon, Vilas; Goate, Alison; Van Eldik, Linda J; Territo, Paul R; Howell, Gareth R; Carter, Gregory W; O'Connell, Kristen M S; Kaczorowski, Catherine C; 2022 JAX CADR Workshop",True,False,2540.0,0.0,2540.0,540.0,0.0,0.0,2540.0
2024,Int J Methods Psychiatr Res,Wiley,15570657,38481064,"Parker, Alyssa J; Brock, Peyton; Kryza-Lacombe, Maria; Briggs-Gowan, Margaret; Dougherty, Lea R; Wakschlag, Lauren S; Wiggins, Jillian Lee",True,False,4070.0,0.0,4070.0,2070.0,1070.0,0.0,4070.0
2024,Mol Psychiatry,Springer Nature,14765578,38486049,"Wang, Yi-Zhi; Perez-Rosello, Tamara; Smukowski, Samuel N; Surmeier, D James; Savas, Jeffrey N",True,False,5490.0,0.0,5490.0,3490.0,2490.0,0.0,5490.0
2024,Clin Transl Sci,Wiley,17528062,38488489,"Sulaiman, Dawoud; Wu, Dongyuan; Black, Lauren Page; Williams, Kevin J; Graim, Kiley; Datta, Susmita; Reddy, Srinivasa T; Guirgis, Faheem W",True,False,3630.0,0.0,3630.0,1630.0,630.0,0.0,3630.0
2024,J Am Heart Assoc,Wolters Kluwer,20479980,38497460,"Fine, Keenan S; Wilkins, John T; Sawicki, Konrad T",True,False,3810.0,0.0,3810.0,1810.0,810.0,0.0,3810.0
2024,Curr HIV/AIDS Rep,Springer Nature,15483576,38502421,"Li, Dennis H; Macapagal, Kathryn; Mongrella, Melissa; Saber, Rana; Mustanski, Brian",True,False,4190.0,0.0,4190.0,2190.0,1190.0,0.0,4190.0
2024,Clin Res Cardiol,Unknown,18610692,38565710,"Ahmad, Faraz S; Hu, Ted Ling; Adler, Eric D; Petito, Lucia C; Wehbe, Ramsey M; Wilcox, Jane E; Mutharasan, R Kannan; Nardone, Beatrice; Tadel, Matevz; Greenberg, Barry; Yagil, Avi; Campagnari, Claudio",True,False,,0.0,,,,,
2024,Pediatr Allergy Immunol,Wiley,13993038,38566365,"Bilaver, Lucy A; Ariza, Adolfo J; Binns, Helen J; Jiang, Jialing; Cohn, Rich; Sansweet, Samantha; Hultquist, Haley; Panza, Joy Laurienzo; Togias, Alkis; Gupta, Ruchi S",True,False,5300.0,0.0,5300.0,3300.0,2300.0,0.0,5300.0
2024,HLA,Unknown,20592310,38575370,"Maguire, Chelsea; Crivello, Pietro; Fleischhauer, Katharina; Isaacson, Dylan; Casillas, Aurora; Kramer, Cynthia S M; Copley, Hannah C; Heidt, Sebastiaan; Kosmoliaptsis, Vasilis; Meneghini, Maria; Gmeiner, Michael; Schold, Jesse; Louzoun, Yoram; Tambur, Anat R",True,False,,0.0,,,,,
2024,Hypertens Res,Unknown,13484214,38584159,"Huffman, Mark D; Baldridge, Abigail S; Lazar, Danielle; Abbas, Hiba; Mejia, Jairo; Flowers, Fallon M; Quintana, Adriana; Jackson, Alema; Kandula, Namratha R; Lloyd-Jones, Donald M; Persell, Stephen D; Khan, Sadiya S; Paparello, James J; Chopra, Aashima; Tripathi, Priya; Vu, My H; Chow, Clara K; Ciolino, Jody D",True,False,,0.0,,,,,
2024,Eur Arch Psychiatry Clin Neurosci,Unknown,14338491,38598109,"Pratt, D N; Treadway, M T; Strauss, G P; Mittal, V A",True,False,,0.0,,,,,
2024,Int J Eat Disord,Wiley,1098108X,38623931,"Karam Jones, Anna M; Fitzsimmons-Craft, Ellen E; D'Adamo, Laura; Eichen, Dawn M; Graham, Andrea K; Kolko Conlon, Rachel P; Balantekin, Katherine N; Welch, R Robinson; Agras, W Stewart; Wilson, G Terence; Wilfley, Denise E",True,False,4300.0,0.0,4300.0,2300.0,1300.0,0.0,4300.0
2024,Am J Hematol,Wiley,10968652,38655752,"Sun, Ryan; Srivastava, Anand; Derebail, Vimal K; Han, Jin; Molokie, Robert E; Gordeuk, Victor; Saraf, Santosh L",True,False,5450.0,0.0,5450.0,3450.0,2450.0,0.0,5450.0
2024,J Am Heart Assoc,Wolters Kluwer,20479980,38686869,"George, Sharon A; Trampel, Katy Anne; Brunner, Kelsey; Efimov, Igor R",True,False,3810.0,0.0,3810.0,1810.0,810.0,0.0,3810.0
2024,PM R,Wiley,19341563,38695509,"Dreyer, Sean; Lewis, Christopher; Fahey, Kyle; Martin, Hannah; Pavone, Larissa; Anastasopoulos, Sofia; Sohi, Gaurish; Rydberg, Leslie; Jayabalan, Prakash",True,False,3470.0,0.0,3470.0,1470.0,470.0,0.0,3470.0
2024,BioDrugs,Unknown,1179190X,38700835,"Wu, Jennifer",True,False,,0.0,,,,,
2024,Arch Dermatol Res,Springer Nature,1432069X,38734713,"Wan, Vincent; Silverberg, Jonathan I",True,False,4790.0,0.0,4790.0,2790.0,1790.0,0.0,4790.0
2024,Curr Neurol Neurosci Rep,Springer Nature,15346293,39576409,"Brooker, Sarah M; Fokas, Jennifer A; Larson, Danielle N; Grebenciucova, Elena",True,False,5590.0,0.0,5590.0,3590.0,2590.0,0.0,5590.0
2024,Cancer Med,Wiley,20457634,39584661,"Saeedi, Nikta; Arizpe, Angel; Queen, Katelyn J; Tsui, Jennifer; Kim, Sue; Huang, Brian Z; Farias, Albert J",True,False,4700.0,0.0,4700.0,2700.0,1700.0,0.0,4700.0
2024,Adv Intell Syst,Wiley,26404567,39669747,"LaLonde, Rodney; Khosravan, Naji; Bagci, Ulas",True,False,3970.0,0.0,3970.0,1970.0,970.0,0.0,3970.0
2024,J Interv Card Electrophysiol,Unknown,15728595,37395978,"Mitrani, Raul D; Zaatari, Ghaith; Bohorquez, Jorge; Ng, Jason; Ng, Justin; Rivner, Harold; Velasquez, Alex; Lambrakos, Litsa; Arora, Rishi; Goldberger, Jeffrey J",True,False,,0.0,,,,,
2024,Int J Behav Med,Springer Nature,15327558,37415036,"Weston, Sara J; Hill, Patrick L; Mroczek, Daniel K",True,False,4590.0,0.0,4590.0,2590.0,1590.0,0.0,4590.0
2024,J Child Psychol Psychiatry,Wiley,14697610,37565595,"Feinstein, Brian A; van der Star, Arjan; Dorrell, Kate D; Blashill, Aaron J",True,False,4530.0,0.0,4530.0,2530.0,1530.0,0.0,4530.0
2024,Small Methods,Wiley,23669608,39285836,"Zhang, Mengxi; Chen, Yuda; Chung, Anna; Yang, Shudan; Choi, Chi Hun; Zhang, Sophie; Han, Yimo; Xiao, Han",True,False,4640.0,0.0,4640.0,2640.0,1640.0,0.0,4640.0
2024,Prev Sci,Springer Nature,15736695,39402260,"Tandon, S Darius; Chavez, Jocelyne; Diebold, Alicia; Moses, Ada; Lovejoy, Aiko E; Wang, Zechao; Arevalo, Katerine; McBride, Elaine; Brennan, Marianne; Anderson, Erica; Wakschlag, Lauren S",True,False,3790.0,0.0,3790.0,1790.0,790.0,0.0,3790.0
2024,Cell Mol Immunol,Springer Nature,20420226,39406966,"Liu, Yang; Zhou, Fei; Ali, Heba; Lathia, Justin D; Chen, Peiwen",True,False,5190.0,0.0,5190.0,3190.0,2190.0,0.0,5190.0
2024,Alzheimers Dement,Wiley,15525279,39428957,"Andrews, Shea J; Boeriu, Ana I; Belloy, Michael E; Renton, Alan E; Fulton-Howard, Brian; Brenowitz, Willa D; Yaffe, Kristine; Alzheimer's Disease Neuroimaging Initiative",True,False,4200.0,0.0,4200.0,2200.0,1200.0,0.0,4200.0
2024,Immunol Rev,Wiley,1600065X,39440834,"Chandra, Sidhanth; Vassar, Robert J",True,False,5000.0,0.0,5000.0,3000.0,2000.0,0.0,5000.0
