Core Project Number,Affiliation,Pub Year,Authors,Country,ISSN,Journal Issue,Journal (Link to PubMed abstract),Journal Title ABBR,Journal Volume,Language,Page Number,PMC ID,PMID,PUB Date,Title (Link to full-text in PubMed Central),Related Publications in PubMed,Related Publications in Google Scholar,Articles Citing from PubMed Central,Articles Citing from Google Scholar,Relative Citation Ratio,Unnamed: 21,_year_int,_issn_norm,APC 2025 (USD),Publisher,Journal
R01HD091492,"Jonathan R. Allen, OTD, OTR/L, is Occupational Therapist, Corewell Health, Grand Rapids, MI. At the time of the study, Allen was Doctoral Student, Department of Occupational Therapy, College of Health Sciences, University of Michigan-Flint; allenjon05@gmail.com.",2024,"Allen, Jonathan R; Karri, Swathi R; Yang, Chen; Stoykov, Mary Ellen",United States,0272-9490,2,<a href='https://pubmed.ncbi.nlm.nih.gov/38477681'>The American journal of occupational therapy : official publication of the American Occupational Therapy Association</a>,Am J Occup Ther,78,eng, ,11017736,38477681,2024 Mar 01,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11017736'>Spinal Cord Stimulation for Poststroke Hemiparesis: A Scoping Review.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38477681&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11017736/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38477681'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11017736/'>Cited By, Google</a>", ,PMID(38477681) OR  ,2024,02729490,,,
R01CA228272,"Department of Biomedical Engineering, Northwestern University, Evanston, IL 60208, USA.",2024,"Carignano, Marcelo; Kr̦ger, Martin; Almassalha, Luay Matthew; Agrawal, Vasundhara; Li, Wing Shun; Pujadas-Liwag, Emily M; Nap, Rikkert J; Backman, Vadim; Szleifer, Igal",United States,2331-8422, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38495560'>ArXiv</a>,ArXiv, ,eng, ,10942481,38495560,2024 Jun 13,"<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10942481'>Local Volume Concentration, Packing Domains and Scaling Properties of Chromatin.</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38495560&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10942481/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38495560'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10942481/'>Cited By, Google</a>", ,PMID(38495560) OR  ,2024,23318422,,,
T32GM008382,"Department of Physics and Astronomy, Northwestern University, Evanston, Illinois 60208, USA.",2024,"Wytock, Thomas P; Motter, Adilson E",United States,2331-8422, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38495570'>ArXiv</a>,ArXiv, ,eng, ,10942484,38495570,2024 Mar 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10942484'>Cell reprogramming design by transfer learning of functional transcriptional networks.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38495570&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10942484/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38495570'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10942484/'>Cited By, Google</a>", ,PMID(38495570) OR  ,2024,23318422,,,
R01MH120088,"Department of Psychology, Northwestern University, Evanston, IL, USA. Danielle.pratt@northwestern.edu.",2024,"Pratt, D N; Treadway, M T; Strauss, G P; Mittal, V A",Germany,1433-8491,6,<a href='https://pubmed.ncbi.nlm.nih.gov/38598109'>European archives of psychiatry and clinical neuroscience</a>,Eur Arch Psychiatry Clin Neurosci,274,eng,1437-1445,11365781,38598109,2024 Sep,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11365781'>Diminished differentiation of rewards in individuals at clinical high-risk for psychosis.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38598109&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11365781/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38598109'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11365781/'>Cited By, Google</a>", ,PMID(38598109) OR  ,2024,14338491,,,
R01NS091439,"Department of Biological Sciences, Hunter College, City University of New York, New York, NY 10065.",2024,"Feinstein, Paul",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38496410'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10942428,38496410,2024 Mar 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10942428'>Rapid Degradation of the Human ACE2 Receptor Upon Binding and Internalization of SARS-Cov-2-Spike-RBD Protein.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38496410&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10942428/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38496410'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10942428/'>Cited By, Google</a>", ,PMID(38496410) OR  ,2024,26928205,,,
K01HL152009,"Department of Preventive Medicine, Feinberg School of Medicine, Northwestern University, Chicago, Illinois.",2024,"Hibler, Elizabeth A; Szymaniak, Brittany; Abbass, Mohammad Ali",United States,1531-0043,3,<a href='https://pubmed.ncbi.nlm.nih.gov/38606051'>Clinics in colon and rectal surgery</a>,Clin Colon Rectal Surg,37,eng,140-145,11006447,38606051,2024 May,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11006447'>Colorectal Cancer Risk between Mendelian and Non-Mendelian Inheritance.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606051&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11006447/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606051'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11006447/'>Cited By, Google</a>",0.55,PMID(38606051) OR  ,2024,15310043,,,
R01CA120813,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Najem, Hinda; Arrieta, Victor A; Duffy, Joseph; Tripathi, Shashwat; Zannikou, Markella; Dhiantravan, Silpol; Miska, Jason; McCortney, Kathleen; Steffens, Alicia; Walshon, Jordain; Lee Chang, Catalina; Dahdaleh, Nader S; Sonabend, Adam M; Smith, Zachary; Horbinski, Craig M; Chandler, James; Heimberger, Amy B; Balyasnikova, Irina V",United States,2574-7754,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38606301'>Annals of case reports</a>,Ann Case Rep,9,eng, ,11008565,38606301,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11008565'>Prohibitin Expression in Antigen-Presenting Cells: Implications for Inciting Trigger in CNS IgG4-Related Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Cited By, Google</a>", ,PMID(38606301) OR  ,2024,25747754,,,
R01NS106379,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Najem, Hinda; Arrieta, Victor A; Duffy, Joseph; Tripathi, Shashwat; Zannikou, Markella; Dhiantravan, Silpol; Miska, Jason; McCortney, Kathleen; Steffens, Alicia; Walshon, Jordain; Lee Chang, Catalina; Dahdaleh, Nader S; Sonabend, Adam M; Smith, Zachary; Horbinski, Craig M; Chandler, James; Heimberger, Amy B; Balyasnikova, Irina V",United States,2574-7754,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38606301'>Annals of case reports</a>,Ann Case Rep,9,eng, ,11008565,38606301,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11008565'>Prohibitin Expression in Antigen-Presenting Cells: Implications for Inciting Trigger in CNS IgG4-Related Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Cited By, Google</a>", ,PMID(38606301) OR  ,2024,25747754,,,
P50CA221747,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Najem, Hinda; Arrieta, Victor A; Duffy, Joseph; Tripathi, Shashwat; Zannikou, Markella; Dhiantravan, Silpol; Miska, Jason; McCortney, Kathleen; Steffens, Alicia; Walshon, Jordain; Lee Chang, Catalina; Dahdaleh, Nader S; Sonabend, Adam M; Smith, Zachary; Horbinski, Craig M; Chandler, James; Heimberger, Amy B; Balyasnikova, Irina V",United States,2574-7754,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38606301'>Annals of case reports</a>,Ann Case Rep,9,eng, ,11008565,38606301,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11008565'>Prohibitin Expression in Antigen-Presenting Cells: Implications for Inciting Trigger in CNS IgG4-Related Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Cited By, Google</a>", ,PMID(38606301) OR  ,2024,25747754,,,
P30CA060553,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Najem, Hinda; Arrieta, Victor A; Duffy, Joseph; Tripathi, Shashwat; Zannikou, Markella; Dhiantravan, Silpol; Miska, Jason; McCortney, Kathleen; Steffens, Alicia; Walshon, Jordain; Lee Chang, Catalina; Dahdaleh, Nader S; Sonabend, Adam M; Smith, Zachary; Horbinski, Craig M; Chandler, James; Heimberger, Amy B; Balyasnikova, Irina V",United States,2574-7754,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38606301'>Annals of case reports</a>,Ann Case Rep,9,eng, ,11008565,38606301,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11008565'>Prohibitin Expression in Antigen-Presenting Cells: Implications for Inciting Trigger in CNS IgG4-Related Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Cited By, Google</a>", ,PMID(38606301) OR  ,2024,25747754,,,
T32CA009560,"Department of Neurological Surgery, Feinberg School of Medicine, Northwestern University, Chicago, IL, USA.",2024,"Najem, Hinda; Arrieta, Victor A; Duffy, Joseph; Tripathi, Shashwat; Zannikou, Markella; Dhiantravan, Silpol; Miska, Jason; McCortney, Kathleen; Steffens, Alicia; Walshon, Jordain; Lee Chang, Catalina; Dahdaleh, Nader S; Sonabend, Adam M; Smith, Zachary; Horbinski, Craig M; Chandler, James; Heimberger, Amy B; Balyasnikova, Irina V",United States,2574-7754,1,<a href='https://pubmed.ncbi.nlm.nih.gov/38606301'>Annals of case reports</a>,Ann Case Rep,9,eng, ,11008565,38606301,2024,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/11008565'>Prohibitin Expression in Antigen-Presenting Cells: Implications for Inciting Trigger in CNS IgG4-Related Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38606301&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38606301'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC11008565/'>Cited By, Google</a>", ,PMID(38606301) OR  ,2024,25747754,,,
OT2OD026557,"Mary S. Easton Center for Alzheimer's Research and Care, Department of Neurology, David Geffen School of Medicine, University of California, Los Angeles, CA 90095, USA.",2024,"Fu, Mingzhou; Tran, Thai; Eskin, Eleazar; Lajonchere, Clara; Pasaniuc, Bogdan; Geschwind, Daniel H; Vossel, Keith; Chang, Timothy S",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370677'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871371,38370677,2024 Feb 06,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871371'>Multi-class Modeling Identifies Shared Genetic Risk for Late-onset Epilepsy and Alzheimer's Disease.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370677&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871371/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370677'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871371/'>Cited By, Google</a>", ,PMID(38370677) OR  ,2024,,,,
K08NS118107,"F.M. Kirby Neurobiology Center, Department of Neurology, Boston Children's Hospital, Boston, MA, USA.",2024,"LaCoursiere, Christopher Mark; Ullmann, Jeremy F P; Koh, Hyun Yong; Turner, Laura; Baker, Cristina M; Robens, Barbara; Shao, Wanqing; Rotenberg, Alexander; McGraw, Christopher M; Poduri, Annapurna",United States,2692-8205, ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370728'>bioRxiv : the preprint server for biology</a>,bioRxiv, ,eng, ,10871320,38370728,2024 Feb 08,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871320'>Zebrafish models of candidate human epilepsy-associated genes provide evidence of hyperexcitability.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370728&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871320/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370728'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871320/'>Cited By, Google</a>", ,PMID(38370728) OR  ,2024,26928205,,,
P01AG049665,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,PMID(38370841) OR  ,2024,,,,
U19AI135964,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,PMID(38370841) OR  ,2024,,,,
U01TR003528,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,PMID(38370841) OR  ,2024,,,,
R01HL149883,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,PMID(38370841) OR  ,2024,,,,
P01HL154998,"Division of Pulmonary and Critical Care Medicine, Department of Medicine, Northwestern University Feinberg School of Medicine, Chicago, IL, USA.",2024,"Gao, Catherine A; Markov, Nikolay S; Pickens, Chiagozie; Pawlowski, Anna; Kang, Mengjia; Walter, James M; Singer, Benjamin D; Wunderink, Richard G",United States, , ,<a href='https://pubmed.ncbi.nlm.nih.gov/38370841'>medRxiv : the preprint server for health sciences</a>,medRxiv, ,eng, ,10871379,38370841,2024 Feb 07,<a href='https://www.ncbi.nlm.nih.gov/pmc/articles/10871379'>An observational cohort study of bronchoalveolar lavage fluid galactomannan and Aspergillus culture positivity in patients requiring mechanical ventilation.</a>,"<a href='https://pubmed.ncbi.nlm.nih.gov/?Db=pubmed&DbFrom=pubmed&Cmd=Link&LinkName=pubmed_pubmed&IdsFromResult=38370841&ordinalpos=1&itool=EntrezSystem2.PEntrez.Pubmed.Pubmed_ResultsPanel.Pubmed_DiscoveryPanel.Pubmed_Discovery_RA&log$=relatedarticles&logdbfrom=pubmed'>Related, PubMed</a>","<a href='https://scholar.google.com/scholar?q=related:https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Related, Google Scholar</a>","<a href='https://pubmed.ncbi.nlm.nih.gov/?linkname=pubmed_pubmed_citedin&from_uid=38370841'>Cited By, PMID</a>","<a href='https://scholar.google.com/scholar?hl=en&lr=&cites=https://pmc.ncbi.nlm.nih.gov/articles/PMC10871379/'>Cited By, Google</a>", ,PMID(38370841) OR  ,2024,,,,
