_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
26325012,Sleep Adv,Oxford University Press (OUP),2054.0,1,0.0,True
24725560,SLAS Discov,Elsevier,2070.0,1,0.0,True
23796146,Learn Health Syst,Wiley,2080.0,1,0.0,True
26913593,Ann Surg Open,Wolters Kluwer,2100.0,2,0.0,True
1098660X,J Clin Microbiol,American Society for Microbiology,2100.0,1,0.0,True
23259582,J Int Assoc Provid AIDS Care,SAGE Publications,2100.0,1,0.0,True
15328511,J Stroke Cerebrovasc Dis,Elsevier,2170.0,1,0.0,True
27313395,Commun Eng,Springer Nature,2190.0,1,0.0,True
2452199X,Bioact Mater,Elsevier,2200.0,5,0.0,True
20358385,Neurol Int,MDPI,2250.0,1,0.0,True
26622211,Implement Sci Commun,Springer Nature,2290.0,4,0.0,True
23738731,Transplant Direct,Wolters Kluwer,2300.0,1,0.0,True
19326203,PLoS One,Public Library of Science (PLoS),2382.0,14,0.0,True
15394794,Opt Lett,Optica Publishing Group,2440.0,1,0.0,True
2372952X,Chronic Obstr Pulm Dis,COPD Foundation,2450.0,1,0.0,True
2561326X,JMIR Form Res,JMIR Publications,2500.0,7,0.0,True
19355548,Diabetes Care,American Diabetes Association,2500.0,5,0.0,True
1939327X,Diabetes,American Diabetes Association,2500.0,2,0.0,True
26669145,Ophthalmol Sci,Elsevier,2500.0,2,0.0,True
15410048,Am J Public Health,American Public Health Association,2500.0,1,0.0,True
23528737,Alzheimers Dement (N Y),Wiley,2540.0,7,0.0,True
23528729,Alzheimers Dement (Amst),Wiley,2540.0,1,0.0,True
27679764,Cancer Res Commun,American Association for Cancer Research (AACR),2550.0,1,0.0,True
17582652,J Int AIDS Soc,Wiley,2600.0,1,0.0,True
26322498,Neurooncol Adv,Oxford University Press (OUP),2615.0,2,0.0,True
19491042,Nucleus,Taylor & Francis,2630.0,2,0.0,True
21682208,IEEE J Biomed Health Inform,Institute of Electrical and Electronics Engineers (IEEE),2645.0,5,0.0,True
15582531,IEEE Trans Biomed Eng,Institute of Electrical and Electronics Engineers (IEEE),2645.0,2,0.0,True
1558254X,IEEE Trans Med Imaging,Institute of Electrical and Electronics Engineers (IEEE),2645.0,2,0.0,True
20452322,Sci Rep,Springer Nature,2690.0,24,0.0,True
20567936,NPJ Sci Learn,Springer Nature,2690.0,2,0.0,True
17560381,BioData Min,Springer Nature,2690.0,1,0.0,True
20587716,Cell Death Discov,Springer Nature,2690.0,1,0.0,True
26929384,JCPP Adv,Wiley,2705.0,1,0.0,True
17580463,Database (Oxford),Oxford University Press (OUP),2729.0,1,0.0,True
14673045,Curr Issues Mol Biol,MDPI,2750.0,1,0.0,True
20763425,Brain Sci,MDPI,2750.0,1,0.0,True
17456215,Trials,Springer Nature,2790.0,2,0.0,True
27314553,BMC Prim Care,Springer Nature,2790.0,1,0.0,True
21501327,J Prim Care Community Health,SAGE Publications,2800.0,5,0.0,True
15252191,Am J Pathol,Elsevier,2800.0,4,0.0,True
1877718X,J Parkinsons Dis,SAGE Publications,2800.0,4,0.0,True
20477163,Sci Prog,SAGE Publications,2800.0,1,0.0,True
20552076,Digit Health,SAGE Publications,2800.0,1,0.0,True
24680249,Kidney Int Rep,Elsevier,2800.0,1,0.0,True
25424823,J Alzheimers Dis Rep,SAGE Publications,2800.0,1,0.0,True
29768357,Subst Use,SAGE Publications,2800.0,1,0.0,True
14661268,Cell Stress Chaperones,Elsevier,2850.0,2,0.0,True
22601341,J Frailty Aging,Elsevier,2850.0,1,0.0,True
24734039,JBMR Plus,Oxford University Press (OUP),2888.0,1,0.0,True
26663546,Brain Behav Immun Health,Elsevier,2890.0,3,0.0,True
19400640,Addict Sci Clin Pract,Springer Nature,2890.0,1,0.0,True
2471254X,Hepatol Commun,Wolters Kluwer,2900.0,2,0.0,True
2772963X,JACC Adv,Elsevier,2936.0,2,0.0,True
14726947,BMC Med Inform Decis Mak,Springer Nature,2990.0,4,0.0,True
17501172,Orphanet J Rare Dis,Springer Nature,2990.0,2,0.0,True
13652060,Ann Med,Taylor & Francis,2990.0,1,0.0,True
27307174,Res Child Adolesc Psychopathol,Springer Nature,2990.0,1,0.0,True
2050084X,Elife,eLife,3000.0,17,0.0,True
1532429X,J Cardiovasc Magn Reson,Elsevier,3000.0,5,0.0,True
23290382,Psychol Sex Orientat Gend Divers,American Psychological Association (APA),3000.0,5,0.0,True
19390602,Fam Syst Health,American Psychological Association (APA),3000.0,4,0.0,True
19330693,J Neurosurg,Journal of Neurosurgery Publishing Group (JNSPG),3000.0,3,0.0,True
1939134X,Psychol Assess,American Psychological Association (APA),3000.0,3,0.0,True
2769755X,J Psychopathol Clin Sci,American Psychological Association (APA),3000.0,3,0.0,True
15420086,Biophys J,Elsevier,3000.0,2,0.0,True
19307810,Health Psychol,American Psychological Association (APA),3000.0,2,0.0,True
15288951,J Biomech Eng,ASME International,3000.0,1,0.0,True
19311559,Neuropsychology,American Psychological Association (APA),3000.0,1,0.0,True
23766972,Stigma Health,American Psychological Association (APA),3000.0,1,0.0,True
20446055,BMJ Open,BMJ,3025.75,5,0.0,True
15537374,PLoS Pathog,Public Library of Science (PLoS),3043.0,8,0.0,True
15537358,PLoS Comput Biol,Public Library of Science (PLoS),3043.0,3,0.0,True
15537404,PLoS Genet,Public Library of Science (PLoS),3043.0,1,0.0,True
18790534,Comput Biol Med,Elsevier,3080.0,1,0.0,True
14712334,BMC Infect Dis,Springer Nature,3090.0,1,0.0,True
15732800,Arch Sex Behav,Springer Nature,3090.0,1,0.0,True
17501326,Mol Neurodegener,Springer Nature,3090.0,1,0.0,True
20511426,J Immunother Cancer,BMJ,3125.0,4,0.0,True
15592030,Contemp Clin Trials,Elsevier,3140.0,1,0.0,True
22915222,JMIR Mhealth Uhealth,JMIR Publications,3150.0,1,0.0,True
10902155,Brain Lang,Elsevier,3170.0,2,0.0,True
14795868,Int J Behav Nutr Phys Act,Springer Nature,3177.0,1,0.0,True
26737647,Front Bioinform,Frontiers,3187.5,1,0.0,True
17509378,Infect Agent Cancer,Springer Nature,3190.0,3,0.0,True
15283658,Mol Med,Springer Nature,3190.0,1,0.0,True
15733432,J Autism Dev Disord,Springer Nature,3190.0,1,0.0,True
19492553,Oncotarget,Impact Journals,3200.0,2,0.0,True
15526259,Ann Thorac Surg,Elsevier,3200.0,1,0.0,True
18790984,J Virol Methods,Elsevier,3210.0,2,0.0,True
18784321,Womens Health Issues,Elsevier,3220.0,2,0.0,True
25890042,iScience,Elsevier,3240.0,9,0.0,True
20538790,Lupus Sci Med,BMJ,3243.0,3,0.0,True
20751729,Life (Basel),MDPI,3250.0,2,0.0,True
20754418,Diagnostics (Basel),MDPI,3250.0,2,0.0,True
22279059,Biomedicines,MDPI,3250.0,2,0.0,True
20734425,Genes (Basel),MDPI,3250.0,1,0.0,True
20754426,J Pers Med,MDPI,3250.0,1,0.0,True
18727913,Int J Antimicrob Agents,Elsevier,3280.0,1,0.0,True
14712458,BMC Public Health,Springer Nature,3290.0,3,0.0,True
20426410,Biol Sex Differ,Springer Nature,3290.0,2,0.0,True
1471244X,BMC Psychiatry,Springer Nature,3290.0,1,0.0,True
14726963,BMC Health Serv Res,Springer Nature,3290.0,1,0.0,True
18732607,Am J Prev Med,Elsevier,3300.0,4,0.0,True
18733514,Neuropsychologia,Elsevier,3300.0,1,0.0,True
18791379,J Psychiatr Res,Elsevier,3320.0,2,0.0,True
17412552,J Neural Eng,IOP Publishing,3325.0,2,0.0,True
14388871,J Med Internet Res,JMIR Publications,3350.0,1,0.0,True
18726240,Brain Res,Elsevier,3360.0,4,0.0,True
20734409,Cells,MDPI,3375.0,4,0.0,True
23065354,Bioengineering (Basel),MDPI,3375.0,4,0.0,True
23083425,J Cardiovasc Dev Dis,MDPI,3375.0,2,0.0,True
20762607,Microorganisms,MDPI,3375.0,1,0.0,True
22279032,Healthcare (Basel),MDPI,3375.0,1,0.0,True
17485908,Implement Sci,Springer Nature,3390.0,2,0.0,True
14712407,BMC Cancer,Springer Nature,3390.0,1,0.0,True
10958673,J Surg Res,Elsevier,3410.0,3,0.0,True
24721972,J Endocr Soc,The Endocrine Society,3418.0,2,0.0,True
1083351X,J Biol Chem,Elsevier,3430.0,7,0.0,True
2352345X,Cell Mol Gastroenterol Hepatol,Elsevier,3430.0,2,0.0,True
15359484,Mol Cell Proteomics,Elsevier,3430.0,1,0.0,True
15397262,J Lipid Res,Elsevier,3430.0,1,0.0,True
29498759,J Subst Use Addict Treat,Elsevier,3440.0,3,0.0,True
10988785,Am J Perinatol,Thieme,3450.0,16,0.0,True
18690327,Appl Clin Inform,Thieme,3450.0,2,0.0,True
10976779,Gastrointest Endosc,Elsevier,3450.0,1,0.0,True
18735126,Parkinsonism Relat Disord,Elsevier,3460.0,2,0.0,True
19341563,PM R,Wiley,3470.0,3,0.0,True
14320428,Diabetologia,Springer Nature,3490.0,6,0.0,True
1465993X,Respir Res,Springer Nature,3490.0,1,0.0,True
19348800,Infant Behav Dev,Elsevier,3490.0,1,0.0,True
26386135,Radiol Cardiothorac Imaging,Radiological Society of North America (RSNA),3500.0,6,0.0,True
15271315,Radiology,Radiological Society of North America (RSNA),3500.0,2,0.0,True
27711897,Urogynecology (Phila),Wolters Kluwer,3500.0,2,0.0,True
22110356,Mult Scler Relat Disord,Elsevier,3500.0,1,0.0,True
2666335X,F S Sci,Elsevier,3500.0,1,0.0,True
1938131X,Jt Comm J Qual Patient Saf,Elsevier,3510.0,2,0.0,True
27559637,Eur Heart J Imaging Methods Pract,Oxford University Press (OUP),3510.0,1,0.0,True
10970193,Hum Brain Mapp,Wiley,3520.0,3,0.0,True
18727697,Int J Psychophysiol,Elsevier,3540.0,1,0.0,True
25785745,ACR Open Rheumatol,Wiley,3550.0,3,0.0,True
15328392,Hum Pathol,Elsevier,3550.0,2,0.0,True
14692198,Dev Psychopathol,Cambridge University Press (CUP),3550.0,1,0.0,True
14698978,Psychol Med,Cambridge University Press (CUP),3550.0,1,0.0,True
25899333,Am J Obstet Gynecol MFM,Elsevier,3550.0,1,0.0,True
19318405,AIDS Res Hum Retroviruses,Mary Ann Liebert,3600.0,3,0.0,True
14681331,Eur J Neurol,Wiley,3600.0,1,0.0,True
1931843X,J Womens Health (Larchmt),Mary Ann Liebert,3600.0,1,0.0,True
2156535X,J Adolesc Young Adult Oncol,Mary Ann Liebert,3600.0,1,0.0,True
15573117,J Heart Lung Transplant,Elsevier,3606.0,1,0.0,True
19506007,Biomed Pharmacother,Elsevier,3610.0,1,0.0,True
20726694,Cancers (Basel),MDPI,3625.0,9,0.0,True
14220067,Int J Mol Sci,MDPI,3625.0,6,0.0,True
20763921,Antioxidants (Basel),MDPI,3625.0,2,0.0,True
15323064,Respir Med,Elsevier,3630.0,1,0.0,True
17528062,Clin Transl Sci,Wiley,3630.0,1,0.0,True
10991492,NMR Biomed,Wiley,3640.0,3,0.0,True
10960260,Prev Med,Elsevier,3650.0,2,0.0,True
10985549,Mol Cell Biol,Taylor & Francis,3650.0,2,0.0,True
19403208,J Am Coll Health,Taylor & Francis,3650.0,2,0.0,True
19490984,Gut Microbes,Taylor & Francis,3650.0,2,0.0,True
00220426,J Drug Issues,SAGE Publications,3650.0,1,0.0,True
02687038,Aphasiology,Taylor & Francis,3650.0,1,0.0,True
13600451,AIDS Care,Taylor & Francis,3650.0,1,0.0,True
15407586,J Psychosoc Oncol,Taylor & Francis,3650.0,1,0.0,True
18732380,J Biomech,Elsevier,3650.0,1,0.0,True
15222594,Magn Reson Med,Wiley,3680.0,4,0.0,True
15222586,J Magn Reson Imaging,Wiley,3680.0,3,0.0,True
18732518,Vaccine,Elsevier,3680.0,1,0.0,True
2730664X,Commun Med (Lond),Springer Nature,3690.0,4,0.0,True
23732822,eNeuro,Society for Neuroscience,3690.0,3,0.0,True
15495477,Genes Dev,Cold Spring Harbor Laboratory,3700.0,3,0.0,True
15300374,Menopause,Wolters Kluwer,3700.0,1,0.0,True
15506606,J Immunol,Oxford University Press (OUP),3710.0,5,0.0,True
15275418,J Am Acad Child Adolesc Psychiatry,Elsevier,3710.0,2,0.0,True
15214036,Biom J,Wiley,3740.0,2,0.0,True
18726976,Arch Gerontol Geriatr,Elsevier,3750.0,1,0.0,True
10982302,Dev Psychobiol,Wiley,3760.0,1,0.0,True
25742531,JAMIA Open,Oxford University Press (OUP),3762.0,2,0.0,True
15410420,Biometrics,Oxford University Press (OUP),3780.0,1,0.0,True
15732517,J Affect Disord,Elsevier,3790.0,7,0.0,True
18728952,Clin Neurophysiol,Elsevier,3790.0,5,0.0,True
20515960,Acta Neuropathol Commun,Springer Nature,3790.0,5,0.0,True
15736695,Prev Sci,Springer Nature,3790.0,4,0.0,True
14749726,Aging Cell,Wiley,3790.0,3,0.0,True
14333023,Int Urogynecol J,Springer Nature,3790.0,1,0.0,True
23744677,NPJ Breast Cancer,Springer Nature,3790.0,1,0.0,True
15231747,J Invest Dermatol,Elsevier,3800.0,5,0.0,True
10897690,J Chem Phys,AIP Publishing,3800.0,4,0.0,True
19383673,J Leukoc Biol,Oxford University Press (OUP),3800.0,3,0.0,True
18731708,Reprod Toxicol,Elsevier,3800.0,1,0.0,True
20479980,J Am Heart Assoc,Wolters Kluwer,3810.0,7,0.0,True
18787568,Acta Biomater,Elsevier,3810.0,4,0.0,True
18733360,Psychoneuroendocrinology,Elsevier,3830.0,4,0.0,True
18789307,Dev Cogn Neurosci,Elsevier,3830.0,4,0.0,True
19738102,Cortex,Elsevier,3830.0,4,0.0,True
18735134,Patient Educ Couns,Elsevier,3830.0,2,0.0,True
18791883,Am J Surg,Elsevier,3830.0,1,0.0,True
1549490X,Oncologist,Oxford University Press (OUP),3852.0,1,0.0,True
15206777,Neurourol Urodyn,Wiley,3860.0,6,0.0,True
10960953,Environ Res,Elsevier,3860.0,2,0.0,True
18791972,J Adolesc Health,Elsevier,3870.0,3,0.0,True
23738057,NPJ Parkinsons Dis,Springer Nature,3890.0,4,0.0,True
14795876,J Transl Med,Springer Nature,3890.0,2,0.0,True
15732649,Qual Life Res,Springer Nature,3890.0,2,0.0,True
15737225,Cancer Causes Control,Springer Nature,3890.0,2,0.0,True
20590105,NPJ Vaccines,Springer Nature,3890.0,2,0.0,True
15733890,Metabolomics,Springer Nature,3890.0,1,0.0,True
15236838,Am J Kidney Dis,Elsevier,3900.0,6,0.0,True
14617005,Autism,SAGE Publications,3900.0,1,0.0,True
14679280,Psychol Sci,SAGE Publications,3900.0,1,0.0,True
15532712,Acad Emerg Med,Wiley,3900.0,1,0.0,True
18787479,Neurotherapeutics,Elsevier,3900.0,1,0.0,True
21677026,Clin Psychol Sci,SAGE Publications,3900.0,1,0.0,True
26338823,Function (Oxf),Oxford University Press (OUP),3900.0,1,0.0,True
16642295,Front Neurol,Frontiers,3906.0,3,0.0,True
16625099,Front Mol Neurosci,Frontiers,3906.0,2,0.0,True
16625102,Front Cell Neurosci,Frontiers,3906.0,2,0.0,True
16648021,Front Genet,Frontiers,3906.0,2,0.0,True
16625161,Front Hum Neurosci,Frontiers,3906.0,1,0.0,True
2297055X,Front Cardiovasc Med,Frontiers,3906.0,1,0.0,True
1095564X,Dev Biol,Elsevier,3910.0,1,0.0,True
18737838,Cognition,Elsevier,3910.0,1,0.0,True
29937175,Alcohol Clin Exp Res (Hoboken),Wiley,3910.0,1,0.0,True
13993062,Transpl Infect Dis,Wiley,3920.0,1,0.0,True
16643224,Front Immunol,Frontiers,3938.0,12,0.0,True
2234943X,Front Oncol,Frontiers,3938.0,3,0.0,True
16624548,Front Neurosci,Frontiers,3938.0,2,0.0,True
1664042X,Front Physiol,Frontiers,3938.0,2,0.0,True
19457197,J Clin Endocrinol Metab,The Endocrine Society,3938.0,2,0.0,True
22962565,Front Public Health,Frontiers,3938.0,2,0.0,True
16640640,Front Psychiatry,Frontiers,3938.0,1,0.0,True
15321991,Cell Calcium,Elsevier,3950.0,2,0.0,True
18734626,J Gastrointest Surg,Elsevier,3950.0,1,0.0,True
26404567,Adv Intell Syst,Wiley,3970.0,2,0.0,True
15328414,J Card Fail,Elsevier,3970.0,1,0.0,True
25751077,Life Sci Alliance,Life Science Alliance,3975.0,2,0.0,True
1095953X,Neurobiol Dis,Elsevier,3980.0,5,0.0,True
15328171,Am J Emerg Med,Elsevier,3980.0,1,0.0,True
18733468,FEBS Lett,Wiley,3980.0,1,0.0,True
17430003,J Neuroeng Rehabil,Springer Nature,3990.0,2,0.0,True
14351102,Arch Womens Ment Health,Springer Nature,3990.0,1,0.0,True
15543528,Behav Res Methods,Springer Nature,3990.0,1,0.0,True
20402392,Mol Autism,Springer Nature,3990.0,1,0.0,True
13624962,Nucleic Acids Res,Oxford University Press (OUP),3992.0,3,0.0,True
19394586,Mol Biol Cell,American Society for Cell Biology (ASCB),3995.0,6,0.0,True
25743805,JAMA Netw Open,American Medical Association (AMA),4000.0,17,0.0,True
22132201,J Allergy Clin Immunol Pract,Elsevier,4000.0,3,0.0,True
1744411X,J Clin Exp Neuropsychol,Taylor & Francis,4000.0,2,0.0,True
17548411,Dis Model Mech,The Company of Biologists,4000.0,2,0.0,True
10979891,Am J Drug Alcohol Abuse,Taylor & Francis,4000.0,1,0.0,True
15322491,Subst Use Misuse,Taylor & Francis,4000.0,1,0.0,True
10960007,Exp Eye Res,Elsevier,4010.0,3,0.0,True
1879260X,Biochim Biophys Acta Mol Basis Dis,Elsevier,4010.0,1,0.0,True
14698986,Psychophysiology,Wiley,4020.0,2,0.0,True
18791484,Atherosclerosis,Elsevier,4020.0,1,0.0,True
18737757,Child Abuse Negl,Elsevier,4050.0,2,0.0,True
24519030,Biol Psychiatry Cogn Neurosci Neuroimaging,Elsevier,4050.0,1,0.0,True
18735347,Soc Sci Med,Elsevier,4060.0,2,0.0,True
17417899,Reproduction,Bioscientifica,4063.0,1,0.0,True
20474849,Biomater Sci,Royal Society of Chemistry (RSC),4067.0,1,0.0,True
15322998,Stress Health,Wiley,4070.0,2,0.0,True
15570657,Int J Methods Psychiatr Res,Wiley,4070.0,1,0.0,True
17422094,J Neuroinflammation,Springer Nature,4090.0,4,0.0,True
23986352,NPJ Digit Med,Springer Nature,4090.0,3,0.0,True
15365166,J Neuroophthalmol,Wolters Kluwer,4100.0,1,0.0,True
15561380,J Thorac Oncol,Elsevier,4100.0,1,0.0,True
23289503,Ann Clin Transl Neurol,Wiley,4100.0,1,0.0,True
26321297,Brain Commun,Oxford University Press (OUP),4118.85,6,0.0,True
15327361,Surgery,Elsevier,4130.0,2,0.0,True
18758908,J Alzheimers Dis,SAGE Publications,4150.0,2,0.0,True
17407753,Clin Trials,SAGE Publications,4150.0,1,0.0,True
18729754,Neurochem Int,Elsevier,4170.0,1,0.0,True
15288447,J Pain,Elsevier,4180.0,1,0.0,True
13674811,Bioinformatics,Oxford University Press (OUP),4188.0,2,0.0,True
15737217,Breast Cancer Res Treat,Springer Nature,4190.0,4,0.0,True
15483576,Curr HIV/AIDS Rep,Springer Nature,4190.0,3,0.0,True
20573995,NPJ Regen Med,Springer Nature,4190.0,3,0.0,True
23993642,Commun Biol,Springer Nature,4190.0,3,0.0,True
1466609X,Crit Care,Springer Nature,4190.0,1,0.0,True
17417015,BMC Med,Springer Nature,4190.0,1,0.0,True
15525279,Alzheimers Dement,Wiley,4200.0,22,0.0,True
10976787,J Am Acad Dermatol,Elsevier,4200.0,4,0.0,True
18790380,Curr Opin Genet Dev,Elsevier,4200.0,1,0.0,True
26660873,JACC CardioOncol,Elsevier,4200.0,1,0.0,True
27526542,PNAS Nexus,Oxford University Press (OUP),4202.0,1,0.0,True
18727123,Psychiatry Res,Elsevier,4230.0,1,0.0,True
18734596,Free Radic Biol Med,Elsevier,4240.0,1,0.0,True
18791026,Sci Total Environ,Elsevier,4250.0,2,0.0,True
23288957,Open Forum Infect Dis,Oxford University Press (OUP),4256.0,2,0.0,True
15691802,Matrix Biol,Elsevier,4280.0,3,0.0,True
20555008,NPJ Biofilms Microbiomes,Springer Nature,4290.0,3,0.0,True
14209071,Cell Mol Life Sci,Springer Nature,4290.0,2,0.0,True
15400514,Shock,Wolters Kluwer,4300.0,5,0.0,True
21507511,mBio,American Society for Microbiology,4300.0,5,0.0,True
23795077,mSystems,American Society for Microbiology,4300.0,5,0.0,True
1098108X,Int J Eat Disord,Wiley,4300.0,4,0.0,True
15464156,Alzheimer Dis Assoc Disord,Wolters Kluwer,4300.0,4,0.0,True
18737064,Neuropharmacology,Elsevier,4300.0,2,0.0,True
23795042,mSphere,American Society for Microbiology,4300.0,1,0.0,True
18736882,Curr Opin Neurobiol,Elsevier,4320.0,2,0.0,True
18785506,Sleep Med,Elsevier,4350.0,1,0.0,True
1879033X,Curr Opin Struct Biol,Elsevier,4360.0,1,0.0,True
19353456,Mucosal Immunol,Elsevier,4370.0,2,0.0,True
10956859,Gynecol Oncol,Elsevier,4380.0,1,0.0,True
15509109,Sleep,Oxford University Press (OUP),4388.0,2,0.0,True
15374424,J Clin Child Adolesc Psychol,Taylor & Francis,4390.0,4,0.0,True
13646915,Aging Ment Health,Taylor & Francis,4390.0,3,0.0,True
15300447,Pediatr Res,Springer Nature,4390.0,3,0.0,True
14322072,Psychopharmacology (Berl),Springer Nature,4390.0,1,0.0,True
14602202,Curr Eye Res,Taylor & Francis,4390.0,1,0.0,True
15739686,Ann Biomed Eng,Springer Nature,4390.0,1,0.0,True
15524523,J Appl Gerontol,SAGE Publications,4400.0,4,0.0,True
15526887,J Aging Health,SAGE Publications,4400.0,2,0.0,True
15457214,Am J Geriatr Psychiatry,Elsevier,4400.0,1,0.0,True
20013078,J Extracell Vesicles,Wiley,4410.0,2,0.0,True
10969888,J Mass Spectrom,Wiley,4430.0,2,0.0,True
15315037,J Pediatr Surg,Elsevier,4430.0,2,0.0,True
18764754,Brain Stimul,Elsevier,4430.0,1,0.0,True
18736327,Addict Behav,Elsevier,4450.0,2,0.0,True
14716771,Br J Anaesth,Elsevier,4450.0,1,0.0,True
15427714,Clin Gastroenterol Hepatol,Elsevier,4470.0,4,0.0,True
15318257,Mov Disord,Wiley,4480.0,3,0.0,True
15300285,Mod Pathol,Elsevier,4480.0,2,0.0,True
17480361,J Rural Health,Wiley,4480.0,1,0.0,True
25092723,Geroscience,Springer Nature,4490.0,6,0.0,True
17208319,Aging Clin Exp Res,Springer Nature,4490.0,1,0.0,True
15205126,J Am Chem Soc,American Chemical Society (ACS),4500.0,9,0.0,True
15204995,Biochemistry,American Chemical Society (ACS),4500.0,5,0.0,True
1520510X,Inorg Chem,American Chemical Society (ACS),4500.0,5,0.0,True
15206882,Anal Chem,American Chemical Society (ACS),4500.0,5,0.0,True
15353907,J Proteome Res,American Chemical Society (ACS),4500.0,5,0.0,True
15306992,Nano Lett,American Chemical Society (ACS),4500.0,4,0.0,True
10984275,Pediatrics,American Academy of Pediatrics (AAP),4500.0,3,0.0,True
15205851,Environ Sci Technol,American Chemical Society (ACS),4500.0,3,0.0,True
1936086X,ACS Nano,American Chemical Society (ACS),4500.0,3,0.0,True
19487193,ACS Chem Neurosci,American Chemical Society (ACS),4500.0,3,0.0,True
21541671,Hosp Pediatr,American Academy of Pediatrics (AAP),4500.0,3,0.0,True
21611653,ACS Macro Lett,American Chemical Society (ACS),4500.0,3,0.0,True
1097685X,J Thorac Cardiovasc Surg,Elsevier,4500.0,2,0.0,True
15206890,Chem Rev,American Chemical Society (ACS),4500.0,2,0.0,True
19487185,J Phys Chem Lett,American Chemical Society (ACS),4500.0,2,0.0,True
21615063,ACS Synth Biol,American Chemical Society (ACS),4500.0,2,0.0,True
00219584,J Chem Educ,American Chemical Society (ACS),4500.0,1,0.0,True
15204812,Bioconjug Chem,American Chemical Society (ACS),4500.0,1,0.0,True
15408167,J Cardiovasc Electrophysiol,Wiley,4500.0,1,0.0,True
15548937,ACS Chem Biol,American Chemical Society (ACS),4500.0,1,0.0,True
18673880,ChemCatChem,Wiley,4500.0,1,0.0,True
18791123,J Am Soc Mass Spectrom,American Chemical Society (ACS),4500.0,1,0.0,True
23793694,ACS Sens,American Chemical Society (ACS),4500.0,1,0.0,True
25759108,ACS Pharmacol Transl Sci,American Chemical Society (ACS),4500.0,1,0.0,True
14697610,J Child Psychol Psychiatry,Wiley,4530.0,1,0.0,True
1527974X,J Am Med Inform Assoc,Oxford University Press (OUP),4549.0,9,0.0,True
13990012,Clin Transplant,Wiley,4550.0,1,0.0,True
15206300,Am J Hum Biol,Wiley,4550.0,1,0.0,True
10969098,J Surg Oncol,Wiley,4570.0,9,0.0,True
10976833,J Pediatr,Elsevier,4570.0,1,0.0,True
10898638,J Mol Biol,Elsevier,4580.0,3,0.0,True
15733254,AIDS Behav,Springer Nature,4590.0,9,0.0,True
15344681,Ann Surg Oncol,Springer Nature,4590.0,5,0.0,True
15327558,Int J Behav Med,Springer Nature,4590.0,2,0.0,True
14320460,Dysphagia,Springer Nature,4590.0,1,0.0,True
16006143,Am J Transplant,Elsevier,4600.0,10,0.0,True
10991166,Int J Geriatr Psychiatry,Wiley,4600.0,1,0.0,True
