_issn_norm,_journal_label,_publisher,apc,papers,uncovered_total,within_cap
15275418,J Am Acad Child Adolesc Psychiatry,Elsevier,3710.0,2,3420.0,False
15214036,Biom J,Wiley,3740.0,2,3480.0,False
18726976,Arch Gerontol Geriatr,Elsevier,3750.0,1,1750.0,False
10982302,Dev Psychobiol,Wiley,3760.0,1,1760.0,False
25742531,JAMIA Open,Oxford University Press (OUP),3762.0,2,3524.0,False
15410420,Biometrics,Oxford University Press (OUP),3780.0,1,1780.0,False
15732517,J Affect Disord,Elsevier,3790.0,7,12530.0,False
18728952,Clin Neurophysiol,Elsevier,3790.0,5,8950.0,False
20515960,Acta Neuropathol Commun,Springer Nature,3790.0,5,8950.0,False
15736695,Prev Sci,Springer Nature,3790.0,4,7160.0,False
14749726,Aging Cell,Wiley,3790.0,3,5370.0,False
14333023,Int Urogynecol J,Springer Nature,3790.0,1,1790.0,False
23744677,NPJ Breast Cancer,Springer Nature,3790.0,1,1790.0,False
15231747,J Invest Dermatol,Elsevier,3800.0,5,9000.0,False
10897690,J Chem Phys,AIP Publishing,3800.0,4,7200.0,False
19383673,J Leukoc Biol,Oxford University Press (OUP),3800.0,3,5400.0,False
18731708,Reprod Toxicol,Elsevier,3800.0,1,1800.0,False
20479980,J Am Heart Assoc,Wolters Kluwer,3810.0,7,12670.0,False
18787568,Acta Biomater,Elsevier,3810.0,4,7240.0,False
18733360,Psychoneuroendocrinology,Elsevier,3830.0,4,7320.0,False
18789307,Dev Cogn Neurosci,Elsevier,3830.0,4,7320.0,False
19738102,Cortex,Elsevier,3830.0,4,7320.0,False
18735134,Patient Educ Couns,Elsevier,3830.0,2,3660.0,False
18791883,Am J Surg,Elsevier,3830.0,1,1830.0,False
1549490X,Oncologist,Oxford University Press (OUP),3852.0,1,1852.0,False
15206777,Neurourol Urodyn,Wiley,3860.0,6,11160.0,False
10960953,Environ Res,Elsevier,3860.0,2,3720.0,False
18791972,J Adolesc Health,Elsevier,3870.0,3,5610.0,False
23738057,NPJ Parkinsons Dis,Springer Nature,3890.0,4,7560.0,False
14795876,J Transl Med,Springer Nature,3890.0,2,3780.0,False
15732649,Qual Life Res,Springer Nature,3890.0,2,3780.0,False
15737225,Cancer Causes Control,Springer Nature,3890.0,2,3780.0,False
20590105,NPJ Vaccines,Springer Nature,3890.0,2,3780.0,False
15733890,Metabolomics,Springer Nature,3890.0,1,1890.0,False
15236838,Am J Kidney Dis,Elsevier,3900.0,6,11400.0,False
14617005,Autism,SAGE Publications,3900.0,1,1900.0,False
14679280,Psychol Sci,SAGE Publications,3900.0,1,1900.0,False
15532712,Acad Emerg Med,Wiley,3900.0,1,1900.0,False
18787479,Neurotherapeutics,Elsevier,3900.0,1,1900.0,False
21677026,Clin Psychol Sci,SAGE Publications,3900.0,1,1900.0,False
26338823,Function (Oxf),Oxford University Press (OUP),3900.0,1,1900.0,False
16642295,Front Neurol,Frontiers,3906.0,3,5718.0,False
16625099,Front Mol Neurosci,Frontiers,3906.0,2,3812.0,False
16625102,Front Cell Neurosci,Frontiers,3906.0,2,3812.0,False
16648021,Front Genet,Frontiers,3906.0,2,3812.0,False
16625161,Front Hum Neurosci,Frontiers,3906.0,1,1906.0,False
2297055X,Front Cardiovasc Med,Frontiers,3906.0,1,1906.0,False
1095564X,Dev Biol,Elsevier,3910.0,1,1910.0,False
18737838,Cognition,Elsevier,3910.0,1,1910.0,False
29937175,Alcohol Clin Exp Res (Hoboken),Wiley,3910.0,1,1910.0,False
13993062,Transpl Infect Dis,Wiley,3920.0,1,1920.0,False
16643224,Front Immunol,Frontiers,3938.0,12,23256.0,False
2234943X,Front Oncol,Frontiers,3938.0,3,5814.0,False
16624548,Front Neurosci,Frontiers,3938.0,2,3876.0,False
1664042X,Front Physiol,Frontiers,3938.0,2,3876.0,False
19457197,J Clin Endocrinol Metab,The Endocrine Society,3938.0,2,3876.0,False
22962565,Front Public Health,Frontiers,3938.0,2,3876.0,False
16640640,Front Psychiatry,Frontiers,3938.0,1,1938.0,False
15321991,Cell Calcium,Elsevier,3950.0,2,3900.0,False
18734626,J Gastrointest Surg,Elsevier,3950.0,1,1950.0,False
26404567,Adv Intell Syst,Wiley,3970.0,2,3940.0,False
15328414,J Card Fail,Elsevier,3970.0,1,1970.0,False
25751077,Life Sci Alliance,Life Science Alliance,3975.0,2,3950.0,False
1095953X,Neurobiol Dis,Elsevier,3980.0,5,9900.0,False
15328171,Am J Emerg Med,Elsevier,3980.0,1,1980.0,False
18733468,FEBS Lett,Wiley,3980.0,1,1980.0,False
17430003,J Neuroeng Rehabil,Springer Nature,3990.0,2,3980.0,False
14351102,Arch Womens Ment Health,Springer Nature,3990.0,1,1990.0,False
15543528,Behav Res Methods,Springer Nature,3990.0,1,1990.0,False
20402392,Mol Autism,Springer Nature,3990.0,1,1990.0,False
13624962,Nucleic Acids Res,Oxford University Press (OUP),3992.0,3,5976.0,False
19394586,Mol Biol Cell,American Society for Cell Biology (ASCB),3995.0,6,11970.0,False
25743805,JAMA Netw Open,American Medical Association (AMA),4000.0,17,34000.0,False
22132201,J Allergy Clin Immunol Pract,Elsevier,4000.0,3,6000.0,False
1744411X,J Clin Exp Neuropsychol,Taylor & Francis,4000.0,2,4000.0,False
17548411,Dis Model Mech,The Company of Biologists,4000.0,2,4000.0,False
10979891,Am J Drug Alcohol Abuse,Taylor & Francis,4000.0,1,2000.0,False
15322491,Subst Use Misuse,Taylor & Francis,4000.0,1,2000.0,False
10960007,Exp Eye Res,Elsevier,4010.0,3,6030.0,False
1879260X,Biochim Biophys Acta Mol Basis Dis,Elsevier,4010.0,1,2010.0,False
14698986,Psychophysiology,Wiley,4020.0,2,4040.0,False
18791484,Atherosclerosis,Elsevier,4020.0,1,2020.0,False
18737757,Child Abuse Negl,Elsevier,4050.0,2,4100.0,False
24519030,Biol Psychiatry Cogn Neurosci Neuroimaging,Elsevier,4050.0,1,2050.0,False
18735347,Soc Sci Med,Elsevier,4060.0,2,4120.0,False
17417899,Reproduction,Bioscientifica,4063.0,1,2063.0,False
20474849,Biomater Sci,Royal Society of Chemistry (RSC),4067.0,1,2067.0,False
15322998,Stress Health,Wiley,4070.0,2,4140.0,False
15570657,Int J Methods Psychiatr Res,Wiley,4070.0,1,2070.0,False
17422094,J Neuroinflammation,Springer Nature,4090.0,4,8360.0,False
23986352,NPJ Digit Med,Springer Nature,4090.0,3,6270.0,False
15365166,J Neuroophthalmol,Wolters Kluwer,4100.0,1,2100.0,False
15561380,J Thorac Oncol,Elsevier,4100.0,1,2100.0,False
23289503,Ann Clin Transl Neurol,Wiley,4100.0,1,2100.0,False
26321297,Brain Commun,Oxford University Press (OUP),4118.85,6,12713.100000000002,False
15327361,Surgery,Elsevier,4130.0,2,4260.0,False
18758908,J Alzheimers Dis,SAGE Publications,4150.0,2,4300.0,False
17407753,Clin Trials,SAGE Publications,4150.0,1,2150.0,False
18729754,Neurochem Int,Elsevier,4170.0,1,2170.0,False
15288447,J Pain,Elsevier,4180.0,1,2180.0,False
13674811,Bioinformatics,Oxford University Press (OUP),4188.0,2,4376.0,False
15737217,Breast Cancer Res Treat,Springer Nature,4190.0,4,8760.0,False
15483576,Curr HIV/AIDS Rep,Springer Nature,4190.0,3,6570.0,False
20573995,NPJ Regen Med,Springer Nature,4190.0,3,6570.0,False
23993642,Commun Biol,Springer Nature,4190.0,3,6570.0,False
1466609X,Crit Care,Springer Nature,4190.0,1,2190.0,False
17417015,BMC Med,Springer Nature,4190.0,1,2190.0,False
15525279,Alzheimers Dement,Wiley,4200.0,22,48400.0,False
10976787,J Am Acad Dermatol,Elsevier,4200.0,4,8800.0,False
18790380,Curr Opin Genet Dev,Elsevier,4200.0,1,2200.0,False
26660873,JACC CardioOncol,Elsevier,4200.0,1,2200.0,False
27526542,PNAS Nexus,Oxford University Press (OUP),4202.0,1,2202.0,False
18727123,Psychiatry Res,Elsevier,4230.0,1,2230.0,False
18734596,Free Radic Biol Med,Elsevier,4240.0,1,2240.0,False
18791026,Sci Total Environ,Elsevier,4250.0,2,4500.0,False
23288957,Open Forum Infect Dis,Oxford University Press (OUP),4256.0,2,4512.0,False
15691802,Matrix Biol,Elsevier,4280.0,3,6840.0,False
20555008,NPJ Biofilms Microbiomes,Springer Nature,4290.0,3,6870.0,False
14209071,Cell Mol Life Sci,Springer Nature,4290.0,2,4580.0,False
15400514,Shock,Wolters Kluwer,4300.0,5,11500.0,False
21507511,mBio,American Society for Microbiology,4300.0,5,11500.0,False
23795077,mSystems,American Society for Microbiology,4300.0,5,11500.0,False
1098108X,Int J Eat Disord,Wiley,4300.0,4,9200.0,False
15464156,Alzheimer Dis Assoc Disord,Wolters Kluwer,4300.0,4,9200.0,False
18737064,Neuropharmacology,Elsevier,4300.0,2,4600.0,False
23795042,mSphere,American Society for Microbiology,4300.0,1,2300.0,False
18736882,Curr Opin Neurobiol,Elsevier,4320.0,2,4640.0,False
18785506,Sleep Med,Elsevier,4350.0,1,2350.0,False
1879033X,Curr Opin Struct Biol,Elsevier,4360.0,1,2360.0,False
19353456,Mucosal Immunol,Elsevier,4370.0,2,4740.0,False
10956859,Gynecol Oncol,Elsevier,4380.0,1,2380.0,False
15509109,Sleep,Oxford University Press (OUP),4388.0,2,4776.0,False
15374424,J Clin Child Adolesc Psychol,Taylor & Francis,4390.0,4,9560.0,False
13646915,Aging Ment Health,Taylor & Francis,4390.0,3,7170.0,False
15300447,Pediatr Res,Springer Nature,4390.0,3,7170.0,False
14322072,Psychopharmacology (Berl),Springer Nature,4390.0,1,2390.0,False
14602202,Curr Eye Res,Taylor & Francis,4390.0,1,2390.0,False
15739686,Ann Biomed Eng,Springer Nature,4390.0,1,2390.0,False
15524523,J Appl Gerontol,SAGE Publications,4400.0,4,9600.0,False
15526887,J Aging Health,SAGE Publications,4400.0,2,4800.0,False
15457214,Am J Geriatr Psychiatry,Elsevier,4400.0,1,2400.0,False
20013078,J Extracell Vesicles,Wiley,4410.0,2,4820.0,False
10969888,J Mass Spectrom,Wiley,4430.0,2,4860.0,False
15315037,J Pediatr Surg,Elsevier,4430.0,2,4860.0,False
18764754,Brain Stimul,Elsevier,4430.0,1,2430.0,False
18736327,Addict Behav,Elsevier,4450.0,2,4900.0,False
14716771,Br J Anaesth,Elsevier,4450.0,1,2450.0,False
15427714,Clin Gastroenterol Hepatol,Elsevier,4470.0,4,9880.0,False
15318257,Mov Disord,Wiley,4480.0,3,7440.0,False
15300285,Mod Pathol,Elsevier,4480.0,2,4960.0,False
17480361,J Rural Health,Wiley,4480.0,1,2480.0,False
25092723,Geroscience,Springer Nature,4490.0,6,14940.0,False
17208319,Aging Clin Exp Res,Springer Nature,4490.0,1,2490.0,False
15205126,J Am Chem Soc,American Chemical Society (ACS),4500.0,9,22500.0,False
15204995,Biochemistry,American Chemical Society (ACS),4500.0,5,12500.0,False
1520510X,Inorg Chem,American Chemical Society (ACS),4500.0,5,12500.0,False
15206882,Anal Chem,American Chemical Society (ACS),4500.0,5,12500.0,False
15353907,J Proteome Res,American Chemical Society (ACS),4500.0,5,12500.0,False
15306992,Nano Lett,American Chemical Society (ACS),4500.0,4,10000.0,False
10984275,Pediatrics,American Academy of Pediatrics (AAP),4500.0,3,7500.0,False
15205851,Environ Sci Technol,American Chemical Society (ACS),4500.0,3,7500.0,False
1936086X,ACS Nano,American Chemical Society (ACS),4500.0,3,7500.0,False
19487193,ACS Chem Neurosci,American Chemical Society (ACS),4500.0,3,7500.0,False
21541671,Hosp Pediatr,American Academy of Pediatrics (AAP),4500.0,3,7500.0,False
21611653,ACS Macro Lett,American Chemical Society (ACS),4500.0,3,7500.0,False
1097685X,J Thorac Cardiovasc Surg,Elsevier,4500.0,2,5000.0,False
15206890,Chem Rev,American Chemical Society (ACS),4500.0,2,5000.0,False
19487185,J Phys Chem Lett,American Chemical Society (ACS),4500.0,2,5000.0,False
21615063,ACS Synth Biol,American Chemical Society (ACS),4500.0,2,5000.0,False
00219584,J Chem Educ,American Chemical Society (ACS),4500.0,1,2500.0,False
15204812,Bioconjug Chem,American Chemical Society (ACS),4500.0,1,2500.0,False
15408167,J Cardiovasc Electrophysiol,Wiley,4500.0,1,2500.0,False
15548937,ACS Chem Biol,American Chemical Society (ACS),4500.0,1,2500.0,False
18673880,ChemCatChem,Wiley,4500.0,1,2500.0,False
18791123,J Am Soc Mass Spectrom,American Chemical Society (ACS),4500.0,1,2500.0,False
23793694,ACS Sens,American Chemical Society (ACS),4500.0,1,2500.0,False
25759108,ACS Pharmacol Transl Sci,American Chemical Society (ACS),4500.0,1,2500.0,False
14697610,J Child Psychol Psychiatry,Wiley,4530.0,1,2530.0,False
1527974X,J Am Med Inform Assoc,Oxford University Press (OUP),4549.0,9,22941.0,False
13990012,Clin Transplant,Wiley,4550.0,1,2550.0,False
15206300,Am J Hum Biol,Wiley,4550.0,1,2550.0,False
10969098,J Surg Oncol,Wiley,4570.0,9,23130.0,False
10976833,J Pediatr,Elsevier,4570.0,1,2570.0,False
10898638,J Mol Biol,Elsevier,4580.0,3,7740.0,False
15733254,AIDS Behav,Springer Nature,4590.0,9,23310.0,False
15344681,Ann Surg Oncol,Springer Nature,4590.0,5,12950.0,False
15327558,Int J Behav Med,Springer Nature,4590.0,2,5180.0,False
14320460,Dysphagia,Springer Nature,4590.0,1,2590.0,False
16006143,Am J Transplant,Elsevier,4600.0,10,26000.0,False
10991166,Int J Geriatr Psychiatry,Wiley,4600.0,1,2600.0,False
13600443,Addiction,Wiley,4600.0,1,2600.0,False
15244040,Neurosurgery,Wolters Kluwer,4600.0,1,2600.0,False
19432631,Genetics,Oxford University Press (OUP),4611.0,3,7833.0,False
14643685,Int J Epidemiol,Oxford University Press (OUP),4621.05,2,5242.1,False
17585368,J Gerontol B Psychol Sci Soc Sci,Oxford University Press (OUP),4628.0,6,15768.0,False
1758535X,J Gerontol A Biol Sci Med Sci,Oxford University Press (OUP),4628.0,4,10512.0,False
13652982,Neurogastroenterol Motil,Wiley,4640.0,4,10560.0,False
10970223,Prenat Diagn,Wiley,4640.0,1,2640.0,False
15455017,Pediatr Blood Cancer,Wiley,4640.0,1,2640.0,False
23669608,Small Methods,Wiley,4640.0,1,2640.0,False
15328406,J Arthroplasty,Elsevier,4650.0,1,2650.0,False
18737897,J Anxiety Disord,Elsevier,4650.0,1,2650.0,False
2365709X,Adv Mater Technol,Wiley,4680.0,1,2680.0,False
15720241,Am J Gastroenterol,Wolters Kluwer,4700.0,4,10800.0,False
15300293,Crit Care Med,Wolters Kluwer,4700.0,2,5400.0,False
15318249,Ann Neurol,Wiley,4700.0,1,2700.0,False
15371948,Med Care,Wolters Kluwer,4700.0,1,2700.0,False
18791190,J Am Coll Surg,Wolters Kluwer,4700.0,1,2700.0,False
20457634,Cancer Med,Wiley,4700.0,1,2700.0,False
19393806,Autism Res,Wiley,4740.0,1,2740.0,False
18736750,Environ Int,Elsevier,4750.0,1,2750.0,False
2452302X,JACC Basic Transl Sci,Elsevier,4750.0,1,2750.0,False
15325415,J Am Geriatr Soc,Wiley,4760.0,5,13800.0,False
13653016,Paediatr Perinat Epidemiol,Wiley,4770.0,2,5540.0,False
1432069X,Arch Dermatol Res,Springer Nature,4790.0,5,13950.0,False
15733521,J Behav Med,Springer Nature,4790.0,5,13950.0,False
14682869,J Urban Health,Springer Nature,4790.0,2,5580.0,False
